date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,mi,cv.time,cv.network,file.name
20140910,MW1008-68,7,F8,Maneb,10,uM,0.601342495,1.82,0.040735651,60.58044444,0.331222222,27.38111111,12,9,32,11.6875,0.15608848,11.06434155,27.54677419,0.025550676,23,0.099937666,0.000943886,0.466007096,1.176866535,ON_20140910_MW1008-68_07_00_001.h5
20140910,MW1008-68,9,A1,5-Fluorouracil,0,uM,1.314476913,4.01625,0.040444854,77.76606667,0.460733333,21.92826667,16,15,78,12.98717949,0.268675722,14.33687981,11.35844156,0.067327835,34.8974359,0.178580213,0.00588041,0.41203637,0.812419657,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A2,5-Fluorouracil,0.03,uM,1.408773635,3.83625,0.038570687,74.754,0.514071429,18.67357143,16,14,72,12.69444444,0.225602541,14.1045803,12.02816901,0.056860436,39.86111111,0.190280724,0.006403862,0.320239133,1.216382936,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A3,5-Fluorouracil,0.1,uM,1.060111161,3.053333333,0.037354436,83.41585714,0.560857143,14.99742857,9,7,48,6.6875,0.261041667,10.07475561,18.30744681,0.0709805,18.25,0.051525492,0.002907286,1.314293636,0.962128602,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A4,5-Fluorouracil,0.3,uM,1.357208144,3.28,0.037973466,69.82933333,0.538666667,21.7134,15,15,63,13.01587302,0.240540911,14.28338319,14.24435484,0.064760099,41.68253968,0.202824375,0.006403349,0.470197954,0.636125005,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A5,5-Fluorouracil,1,uM,0.944351896,2.34375,0.07593749,58.87615385,0.914,42.09146154,16,13,22,10.81818182,0.23628382,2.807917889,40.08095238,0.082301322,17.40909091,0.054625213,0.000594801,0.819148566,1.057039448,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A6,5-Fluorouracil,3,uM,0.441356923,0.008571429,NA,0,NA,NA,7,0,0,NA,NA,0,NA,NA,NA,9.24E-05,4.63E-07,1.167174281,1.79433016,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A7,5-Fluorouracil,10,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,A8,5-Fluorouracil,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B1,Glyphosate,0,uM,1.258692764,4.032,0.03403706,83.0154,0.437333333,15.5138,15,15,63,14.17460317,0.252382484,15.90709133,13.60403226,0.063850376,43.04761905,0.244793667,0.007171327,0.470136124,0.604398721,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B2,Glyphosate,0.03,uM,0.97488871,3.156,0.020070128,89.98992857,0.344285714,18.55628571,15,14,43,15.34883721,0.218950173,24.6120235,19.63928571,0.041499046,75.97674419,0.395682426,0.010305099,0.402436869,1.179021768,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B3,Glyphosate,0.1,uM,0.814856604,2.544,0.02415827,82.6794,0.324733333,28.48726667,15,15,36,14.61111111,0.206107428,26.25395391,23.85714286,0.040823246,80.69444444,0.353564893,0.008768898,0.406790947,0.640290523,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B4,Glyphosate,0.3,uM,0.921347742,3.196,0.028040753,75.97707143,0.310357143,21.36857143,15,14,42,15.02380952,0.192620121,21.136,21.20853659,0.0446496,62.9047619,0.278300708,0.006300084,0.410566914,0.98107366,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B5,Glyphosate,1,uM,0.552625868,2.20125,0.022993595,81.5109375,0.237,27.5296875,16,16,36,14.63888889,0.161687009,27.58707091,23.69714286,0.028834456,61.16666667,0.372771072,0.005450341,0.343570805,0.644527348,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B6,Glyphosate,3,uM,0.539102158,1.26,0.045387404,47.48933333,0.346333333,59.897,3,3,0,NA,NA,0,NA,NA,NA,0.064422624,0.000404811,1.318384227,2.240538199,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B7,Glyphosate,10,uM,0.566373764,2.052857143,0.020578645,83.54807692,0.244615385,27.66638462,14,13,33,14.03030303,0.173591024,28.40082361,26.2140625,0.040106904,62.6969697,0.314037675,0.005365428,0.492298573,1.015003082,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,B8,Glyphosate,30,uM,1.647630969,4.2675,0.029290333,85.17175,0.4865,15.936375,16,16,63,14.66666667,0.264164104,16.56021514,14.12419355,0.060406551,62.55555556,0.330277924,0.011575989,0.237849166,0.567981314,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C1,Haloperidol,0,uM,0.911742677,2.9925,0.030345389,76.59714286,0.342214286,21.26128571,16,14,58,13.84482759,0.216699383,18.96879034,14.54122807,0.057374171,43.06896552,0.239513091,0.006472134,0.454771961,1.934055036,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C2,Haloperidol,0.03,uM,0.80422226,2.745,0.026829099,82.62073333,0.296866667,23.1566,16,15,41,15.2195122,0.203699781,18.04407713,22.05375,0.035868845,51.12195122,0.288752462,0.005652952,0.346404223,0.865309606,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C3,Haloperidol,0.1,uM,0.713318005,2.23875,0.034621649,72.5644,0.357666667,33.50113333,16,15,36,13.72222222,0.201750716,15.44210424,24.77142857,0.039184728,44.19444444,0.234495093,0.004112872,0.367920463,0.955642483,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C4,Haloperidol,0.3,uM,0.345871811,1.278461538,0.041373415,62.18966667,0.301166667,47.96241667,13,12,25,13.56,0.159808478,16.73850575,34.9,0.030067747,27.96,0.170446286,0.001136131,0.410465841,0.807533285,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C5,Haloperidol,1,uM,0.370540421,1.26,0.037140337,63.32683333,0.335916667,47.78566667,14,12,21,13.04761905,0.165288025,15.7511444,39.36,0.036275997,36.04761905,0.18340226,0.001493572,0.518387292,0.773045299,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C6,Haloperidol,3,uM,0.524627634,3.076,0.020284144,78.09533333,0.125333333,19.11125,15,12,75,13.58666667,0.163406269,36.6638679,11.54459459,0.0331293,34.93333333,0.301429397,0.005708378,0.17043668,0.678126006,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C7,Haloperidol,10,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,C8,Haloperidol,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D1,Ketamine,0,uM,1.366610123,3.80625,0.025548926,82.745625,0.386375,16.4184375,16,16,55,15.4,0.255849026,19.21576574,15.40648148,0.047694927,68.96363636,0.334119623,0.010986455,0.401389734,0.684491164,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D2,Ketamine,0.03,uM,0.775143976,2.7075,0.022111981,84.6850625,0.2786875,23.598375,16,16,47,14.19148936,0.198339959,24.37477671,18.55326087,0.049394529,58.06382979,0.360665275,0.007683471,0.313234396,0.605691495,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D3,Ketamine,0.1,uM,0.175023577,0.66,0.0244003,64.093,0.1295,53.4685,4,2,0,NA,NA,0,NA,NA,NA,0.059998804,0,1.028651552,0.906944344,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D4,Ketamine,0.3,uM,0.878293419,2.32,0.022033899,84.2122,0.356466667,25.42293333,15,15,38,14.5,0.226942356,22.80790248,23.56621622,0.050492067,71.39473684,0.322225435,0.007940065,0.594405437,1.025102355,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D5,Ketamine,1,uM,0.746158004,2.71,0.030236363,74.3017,0.3071,21.9093,12,10,37,11.7027027,0.150398995,19.06816221,23.72222222,0.024903555,41.81081081,0.176712248,0.004139178,0.757670887,1.021929067,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D6,Ketamine,3,uM,0.825490948,2.732,0.031427824,71.78353333,0.350533333,26.8174,15,15,50,14.12,0.150177724,29.17449244,16.94489796,0.027013869,65.24,0.311974076,0.007268677,0.419078415,0.797854169,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D7,Ketamine,10,uM,1.147069077,4.38,0.027719117,79.90941667,0.31,12.21383333,14,12,114,11.90350877,0.126682242,38.68643195,7.715929204,0.041832933,49.44736842,0.285531357,0.010587184,0.378651069,0.658869849,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,D8,Ketamine,30,uM,0.686801379,2.905,0.044600131,60.5977,0.3099,22.8446,12,10,65,11.35384615,0.121323829,26.58294779,13.390625,0.032117304,30.93846154,0.17233974,0.003721385,0.438831969,0.91647088,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E1,Loperamide,0,uM,1.478215347,3.51,0.029079195,85.71975,0.73625,16.375125,16,16,57,14.98245614,0.249107665,13.91035549,15.26607143,0.059227391,52.10526316,0.276437241,0.006921549,0.466643861,1.404661463,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E2,Loperamide,0.03,uM,0.95782945,3.253333333,0.042812491,68.024,0.378,20.25557143,9,7,37,7.837837838,0.195173745,8.846300292,23.82638889,0.060751284,18.83783784,0.078663983,0.002090093,0.690346189,1.152117453,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E3,Loperamide,0.1,uM,1.314407679,3.27,0.021416845,86.434625,0.38975,20.7050625,16,16,55,14.72727273,0.227376787,18.94653674,15.90277778,0.073896433,65.4,0.403895182,0.013599432,0.287434929,0.474392016,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E4,Loperamide,0.3,uM,0.423305968,1.404,0.019264766,82.71930769,0.237769231,40.43238462,15,13,31,13.70967742,0.183238927,29.61097603,28.98333333,0.046251151,55,0.32883714,0.006279249,0.362614616,0.941741187,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E5,Loperamide,1,uM,0.293978258,1.444615385,0.02365665,72.80283333,0.147166667,41.30558333,13,12,33,11.93939394,0.168504707,31.8507891,25.740625,0.033927964,33.63636364,0.284517981,0.004235677,0.319645782,0.684532368,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E6,Loperamide,3,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E7,Loperamide,10,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,E8,Loperamide,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F1,Maneb,0,uM,1.441101302,4.308,0.042409929,77.20986667,0.535733333,18.04753333,15,15,77,13.22077922,0.252540268,13.59382192,11.69473684,0.060684883,34.51948052,0.189619625,0.006360363,0.336181669,0.651349668,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F2,Maneb,0.01,uM,1.384047203,3.767142857,0.052572974,68.28346154,0.671230769,21.13223077,14,13,60,11.81666667,0.234790789,10.47168197,15.07372881,0.074244275,30.6,0.12642243,0.004055984,0.506880408,0.769424567,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F3,Maneb,0.03,uM,1.68114023,3.77625,0.026698768,81.6048125,0.522125,15.81825,16,16,60,14.78333333,0.287200893,14.91639898,14.71949153,0.10135751,60.36666667,0.357106365,0.013528325,0.304007518,0.245822519,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F4,Maneb,0.1,uM,1.585389595,3.555,0.025198566,83.635875,0.4809375,16.5831875,16,16,51,15.23529412,0.273987317,15.98759771,17.158,0.044210663,71.78431373,0.372589991,0.013219095,0.437365584,0.448865435,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F5,Maneb,0.3,uM,1.672767531,4.476,0.030861175,83.64264286,0.529642857,15.79321429,15,14,43,15,0.259026477,16.67107001,19.81071429,0.062729309,88.04651163,0.307931237,0.012308169,0.359941883,0.609491207,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F6,Maneb,1,uM,1.653446626,4.06125,0.026118425,84.4410625,0.4711875,17.499125,16,16,53,14.05660377,0.246078695,18.18943137,17.03557692,0.069991651,81.96226415,0.358094246,0.013469731,0.177362043,0.545642442,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F7,Maneb,3,uM,1.906796947,4.376,0.033765553,84.47673333,0.625,14.89693333,15,15,54,14.53703704,0.323838317,14.65260881,16.04339623,0.101839716,70.25925926,0.275451079,0.011922693,0.434787797,0.50916827,ON_20140910_MW1008-68_09_00_001.h5
20140910,MW1008-68,9,F8,Maneb,10,uM,1.049107569,3.296,0.038492407,74.74106667,0.4374,27.62346667,15,15,43,13.76744186,0.247795312,11.52497194,19.96071429,0.050109831,38.20930233,0.201157387,0.004459542,0.52561706,0.91233431,ON_20140910_MW1008-68_09_00_001.h5
20140924,MW1007-70,12,A1,Amoxacillin,0,uM,2.058564008,5.78625,0.017263777,79.088375,0.2574375,14.952375,16,16,197,11.62436548,0.156358865,28.75858817,4.52755102,0.071421103,43.34517766,0.396585309,0.019619937,0.345109743,0.603882213,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A2,Amoxacillin,0.03,uM,2.095517215,5.37,0.015126454,82.88775,0.27175,11.4565625,16,16,113,15.57522124,0.173905487,25.50206782,7.754017857,0.113032868,68.21238938,0.482922923,0.022893415,0.557504547,0.445863463,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A3,Amoxacillin,0.1,uM,1.879552413,6.0825,0.01248332,85.401,0.1830625,12.27725,16,16,141,14.73758865,0.146491763,33.82884544,6.287142857,0.06106158,65.04255319,0.506394146,0.022887164,0.50856075,0.576672899,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A4,Amoxacillin,0.3,uM,1.974119344,4.28625,0.01503942,82.945625,0.294,14.83,16,16,91,14.78021978,0.189461229,21.48626817,9.846111111,0.123664638,67.23076923,0.473288489,0.021091001,0.565384847,0.880960724,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A5,Amoxacillin,1,uM,1.892595809,5.168,0.014720508,81.41413333,0.257,14.03826667,15,15,193,11.34715026,0.130334898,33.62769616,4.61875,0.065691624,44.59067358,0.445417245,0.020048258,0.417774154,0.472046708,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A6,Amoxacillin,3,uM,2.460889447,6.95625,0.012966005,89.0806875,0.24425,9.0419375,16,16,160,15.18125,0.159811238,29.47457388,5.562893082,0.084756935,65.3875,0.560145125,0.030183265,0.306282045,0.433534575,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A7,Amoxacillin,10,uM,1.795939716,5.445,0.012683376,84.6046875,0.2053125,12.6555,16,16,165,14.02424242,0.142288329,31.26544163,5.33902439,0.066013469,49.08484848,0.513091727,0.022780102,0.410577616,0.66708408,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,A8,Amoxacillin,30,uM,0.132005452,0.414,NA,0,NA,NA,10,0,4,16,0.178968254,30.9102402,40.65,0.076905847,122.25,0.575181394,0,1.596942117,5.444626859,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B1,Chlorpyrifos,0,uM,2.394956052,5.50875,0.02138226,84.0014375,0.452875,12.8323125,16,16,159,11.74842767,0.177332017,21.47406207,5.576898734,0.090835512,46.65408805,0.406174034,0.021109692,0.683874058,0.86018525,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B2,Chlorpyrifos,0.03,uM,0.936032355,2.415,0.029134204,67.7621875,0.3605625,24.8875625,16,16,78,13.01282051,0.139471824,25.99066736,11.18701299,0.063093239,44.98717949,0.310268777,0.007399583,0.570922109,1.048572296,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B3,Chlorpyrifos,0.1,uM,0.992744781,2.34375,0.028385071,80.87853333,0.485266667,26.6072,16,15,52,13.44230769,0.178867683,23.48627697,17.20882353,0.064050698,64.67307692,0.354081956,0.010160427,0.870179167,0.694732586,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B4,Chlorpyrifos,0.3,uM,0.98913959,2.6175,0.022019911,85.781,0.350866667,28.78113333,16,15,58,13.31034483,0.194260016,23.68402607,14.76578947,0.078544324,58.25862069,0.370946366,0.012291193,0.910947324,0.73940917,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B5,Chlorpyrifos,1,uM,0.993035969,2.696,0.021546104,83.09106667,0.370466667,26.69413333,15,15,56,12.16071429,0.165255204,25.76241003,15.13272727,0.043344118,62,0.352678931,0.009654405,0.52846203,0.758379141,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B6,Chlorpyrifos,3,uM,1.472859147,3.435,0.022942577,81.461125,0.4383125,19.3515,16,16,66,14.45454545,0.176699878,18.70175108,13.70538462,0.052176645,60.1969697,0.394203838,0.013398719,0.703799535,0.549973077,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B7,Chlorpyrifos,10,uM,0.664672408,2.28375,0.026304018,74.8088125,0.30925,29.25275,16,16,67,12.08955224,0.132860616,24.95045374,12.52727273,0.061191148,35.70149254,0.316827871,0.005940365,1.111081622,0.887903683,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,B8,Chlorpyrifos,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C1,Chlorpyrifos oxon,0,uM,1.232420645,3.69,0.020917596,85.017375,0.38225,19.583375,16,16,103,12.54368932,0.175605663,28.39221422,8.456862745,0.074575556,49,0.377397145,0.012683065,0.638999287,0.630954807,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C2,Chlorpyrifos oxon,0.03,uM,0.334450787,1.38,0.03735044,79.06944444,0.336555556,52.30211111,10,9,37,8.837837838,0.125354193,37.70709079,21.61388889,0.032691065,30.75675676,0.312065556,0.004215455,0.977703811,0.725315969,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C3,Chlorpyrifos oxon,0.1,uM,0.658326348,2.184,0.029019581,67.58114286,0.316428571,40.20735714,15,14,56,13.01785714,0.136899392,31.94070081,15.37636364,0.032449677,50.78571429,0.323067694,0.006834155,0.941390631,0.845081003,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C4,Chlorpyrifos oxon,0.3,uM,1.080447983,2.61375,0.023074924,55.0885,0.235285714,24.8365,16,14,200,10.795,0.100759425,34.97176591,4.424874372,0.052051073,27.25,0.299539,0.00912053,0.346289237,0.714191475,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C5,Chlorpyrifos oxon,1,uM,1.081161097,3.21,0.040995052,53.62369231,0.357153846,29.65607692,14,13,61,12.47540984,0.12811026,21.99722202,14.14333333,0.035799452,49.32786885,0.190019252,0.004899151,0.65109867,1.022644848,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C6,Chlorpyrifos oxon,3,uM,0.60539475,2.19,0.03964987,82.53925,0.39475,14.0885,8,4,35,7.714285714,0.116373299,18.57592093,24.46029412,0.02464869,23.62857143,0.102474585,0.002554734,0.68751488,1.458967994,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C7,Chlorpyrifos oxon,10,uM,0.600347483,2.004,0.030104162,52.0028,0.2278,46.1042,5,5,48,5.9375,0.099149306,29.36700104,18.77659574,0.045912967,17.6875,0.104467176,0.003628472,0.883451385,1.695425162,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,C8,Chlorpyrifos oxon,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D1,Dexamethasone,0,uM,1.46044897,3.89625,0.023532164,67.2755,0.2919375,25.8720625,16,16,106,11.51886792,0.139525458,25.10325184,8.283809524,0.057926933,49.88679245,0.314791847,0.012430876,0.509322538,1.109733229,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D2,Dexamethasone,0.03,uM,1.245940111,2.58375,0.02056925,74.2105625,0.3980625,30.909375,16,16,51,14.05882353,0.194613695,26.99348951,16.166,0.061195951,95.11764706,0.387702845,0.012110511,0.839230536,0.660484198,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D3,Dexamethasone,0.1,uM,1.580589646,4.344,0.022314271,76.20946667,0.330066667,15.9544,15,15,100,12.13,0.175507504,24.35315585,8.664646465,0.057553433,52.05,0.352254505,0.012449023,0.631084556,0.77833814,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D4,Dexamethasone,0.3,uM,1.165239299,3.3975,0.020159844,77.33764286,0.295,19.44885714,16,14,107,11.03738318,0.140292151,27.75629202,8.243396226,0.059452754,43.59813084,0.360922178,0.011628049,0.78514996,0.648336639,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D5,Dexamethasone,1,uM,2.232445139,4.59,0.028516782,83.22946667,0.669866667,16.1444,16,15,92,12.23913043,0.170156485,16.75776398,9.493956044,0.093451441,58.65217391,0.3653979,0.01794237,0.649577218,0.587905377,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D6,Dexamethasone,3,uM,1.325531634,3.20625,0.027591057,74.946,0.4851875,21.42875,16,16,54,14.2037037,0.184580282,19.49892777,16.05754717,0.059068453,69.03703704,0.304095929,0.009807888,0.689449314,0.545357395,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D7,Dexamethasone,10,uM,0.708022518,2.38,0.021348287,79.01373333,0.258266667,32.2246,15,15,51,12.60784314,0.169493298,23.87284438,17.726,0.07110239,45.05882353,0.352889824,0.007618473,0.795216254,0.634572138,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,D8,Dexamethasone,30,uM,2.731366584,5.9,0.020473665,79.07166667,0.4278,11.76733333,15,15,107,11.96261682,0.170143363,22.35554835,8.325471698,0.079521718,77.30841121,0.35451126,0.023678601,0.458865472,0.544189677,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E1,Diazepam,0,uM,2.311551347,7.56,0.019254658,85.2243125,0.2919375,8.7961875,16,16,153,15.24836601,0.156124687,29.55820161,5.834539474,0.069406671,64.41176471,0.467175924,0.023701253,0.297217195,0.308900547,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E2,Diazepam,0.03,uM,0.79203271,2.52375,0.023296877,74.3775625,0.31575,27.8074375,16,16,72,13.70833333,0.154409288,29.10539216,12.33521127,0.074431095,46.18055556,0.359502192,0.008398089,1.008677971,1.109590504,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E3,Diazepam,0.1,uM,0.963695262,3.12,0.034814936,61.9640625,0.3783125,31.5966875,16,16,86,12.6744186,0.147796668,23.30215827,10.36470588,0.062059579,37.6627907,0.241863624,0.006323097,0.629582025,0.690349922,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E4,Diazepam,0.3,uM,0.745927865,2.1675,0.03007751,76.9944375,0.5141875,32.2785625,16,16,84,12.73809524,0.127166479,37.03875825,10.54096386,0.043932101,47.44047619,0.405940956,0.00906752,1.15024309,1.323202118,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E5,Diazepam,1,uM,0.394907065,1.242,0.041774875,57.998625,0.419,52.950625,10,8,70,8.842857143,0.09084212,45.44713237,12.70869565,0.032054559,23.88571429,0.214914293,0.003669595,0.730001379,1.057706545,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E6,Diazepam,3,uM,0.518407964,1.515,0.018483317,65.24355556,0.212111111,40.16222222,12,9,47,11.10638298,0.114549793,31.20653686,18.91847826,0.035919963,38.19148936,0.288267698,0.005051806,1.268683209,0.97294628,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E7,Diazepam,10,uM,0.437799593,1.428,0.034728212,55.44538462,0.286230769,42.35007692,15,13,59,12.54237288,0.104355132,37.02270816,14.01724138,0.032902974,37.30508475,0.294391858,0.003450051,0.632330514,0.967178783,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,E8,Diazepam,30,uM,0.248342189,0.6675,0.035396881,65.4865625,0.402375,65.362125,16,16,32,15.59375,0.081186442,69.17922948,24.14354839,0.018035179,77.4375,0.656588319,0.006938615,0.385976289,0.582361368,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F1,Diphenylhydantoin,0,uM,1.488597192,5.2725,0.016094415,83.3163125,0.2018125,13.426375,16,16,132,14.70454545,0.14955432,32.6766336,6.554580153,0.070339336,53.15151515,0.493970938,0.018330595,0.447088394,0.433585325,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F2,Diphenylhydantoin,0.03,uM,1.576439055,5.23875,0.021927565,79.67413333,0.293866667,13.99866667,16,15,154,13.53246753,0.158279175,28.9383411,5.77124183,0.07558086,42.72727273,0.36123075,0.014933979,0.550573288,0.506647964,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F3,Diphenylhydantoin,0.1,uM,1.203499883,3.698571429,0.024128915,70.01214286,0.266785714,18.99964286,14,14,109,12.55963303,0.130190858,31.78616104,8.231481481,0.049894883,44.29357798,0.377276609,0.009741491,0.527492523,1.164850294,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F4,Diphenylhydantoin,0.3,uM,1.148461296,3.8025,0.017641572,78.9499375,0.223125,19.6784375,16,16,96,13.96875,0.151508265,36.03380622,9.263157895,0.067237493,62.17708333,0.419125973,0.012857839,0.614006965,0.678129916,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F5,Diphenylhydantoin,1,uM,1.380025481,4.38375,0.021668564,84.1489375,0.3258125,16.2215625,16,16,94,14.25531915,0.162902174,31.29866868,9.354301075,0.072769175,66.27659574,0.423936085,0.013733958,0.610702718,0.676834817,ON_20140924_MW1007-70_12_00_001.h5
20140924,MW1007-70,12,F6,Diphenylhydantoin,3,uM,1.194358149,3.70125,0.02154462,86.1334,0.329066667,17.4232,16,15,88,14.05681818,0.175339753,27.90387183,9.639655172,0.055929484,54.625,0.399062862,0.013385073,0.586689366,0.803723892,ON_20140924_MW1007-70_12_00_001.h5
