"date","Plate.SN","DIV","well","trt","dose","units","file.name","Mutual.Information"
20140212,"MW1007-27","DIV05","B5","Bisindolymaleimide 1",1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","B6","Bisindolymaleimide 1",3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","B7","Bisindolymaleimide 1",10,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","B8","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C1","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C2","Domoic Acid",0.003,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C3","Domoic Acid",0.01,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C4","Domoic Acid",0.03,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C5","Domoic Acid",0.1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C6","Domoic Acid",0.3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C7","Domoic Acid",1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","C8","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D1","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D2","Loperamide",0.1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",4.96114884642601e-06
20140212,"MW1007-27","DIV05","D3","Loperamide",0.3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D4","Loperamide",1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D5","Loperamide",3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D6","Loperamide",10,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D7","Loperamide",30,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","D8","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E1","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E2","Mevastatin",0.1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E3","Mevastatin",0.3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E4","Mevastatin",1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E5","Mevastatin",3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E6","Mevastatin",10,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E7","Mevastatin",30,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","E8","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F1","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F2","Sodium Orthovanadate",0.1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F3","Sodium Orthovanadate",0.3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F4","Sodium Orthovanadate",1,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F5","Sodium Orthovanadate",3,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F6","Sodium Orthovanadate",10,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F7","Sodium Orthovanadate",30,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV05","F8","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV05_001.h5",0
20140212,"MW1007-27","DIV07","A1","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.98910815647861e-05
20140212,"MW1007-27","DIV07","A2","Acetaminophen",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",3.6589793127878e-05
20140212,"MW1007-27","DIV07","A3","Acetaminophen",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",6.52625432016422e-06
20140212,"MW1007-27","DIV07","A4","Acetaminophen",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.15316840798574e-08
20140212,"MW1007-27","DIV07","A5","Acetaminophen",3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","A6","Acetaminophen",10,"uM","ON_20140212_MW1007-27_DIV07_001.h5",9.91329624041211e-06
20140212,"MW1007-27","DIV07","A7","Acetaminophen",30,"uM","ON_20140212_MW1007-27_DIV07_001.h5",7.82912365002164e-06
20140212,"MW1007-27","DIV07","A8","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","B1","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",9.66261974415239e-06
20140212,"MW1007-27","DIV07","B2","Bisindolymaleimide 1",0.03,"uM","ON_20140212_MW1007-27_DIV07_001.h5",2.33028983614066e-06
20140212,"MW1007-27","DIV07","B3","Bisindolymaleimide 1",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",6.10415187712876e-06
20140212,"MW1007-27","DIV07","B4","Bisindolymaleimide 1",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",6.89938078089758e-06
20140212,"MW1007-27","DIV07","B5","Bisindolymaleimide 1",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",7.49533211795439e-07
20140212,"MW1007-27","DIV07","B6","Bisindolymaleimide 1",3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","B7","Bisindolymaleimide 1",10,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","B8","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",2.46310632021074e-06
20140212,"MW1007-27","DIV07","C1","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","C2","Domoic Acid",0.003,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.61493840475831e-05
20140212,"MW1007-27","DIV07","C3","Domoic Acid",0.01,"uM","ON_20140212_MW1007-27_DIV07_001.h5",4.15829560215751e-05
20140212,"MW1007-27","DIV07","C4","Domoic Acid",0.03,"uM","ON_20140212_MW1007-27_DIV07_001.h5",5.5030064296635e-05
20140212,"MW1007-27","DIV07","C5","Domoic Acid",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",3.16751422969191e-06
20140212,"MW1007-27","DIV07","C6","Domoic Acid",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","C7","Domoic Acid",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.20415550586284e-05
20140212,"MW1007-27","DIV07","C8","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","D1","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",4.71179431334179e-06
20140212,"MW1007-27","DIV07","D2","Loperamide",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.48096445783258e-05
20140212,"MW1007-27","DIV07","D3","Loperamide",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",5.03688595805685e-06
20140212,"MW1007-27","DIV07","D4","Loperamide",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","D5","Loperamide",3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","D6","Loperamide",10,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","D7","Loperamide",30,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","D8","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",8.27797903217575e-07
20140212,"MW1007-27","DIV07","E1","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","E2","Mevastatin",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",7.04129998391201e-06
20140212,"MW1007-27","DIV07","E3","Mevastatin",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0.00177332669504911
20140212,"MW1007-27","DIV07","E4","Mevastatin",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","E5","Mevastatin",3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","E6","Mevastatin",10,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","E7","Mevastatin",30,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","E8","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",3.41528963052826e-05
20140212,"MW1007-27","DIV07","F1","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","F2","Sodium Orthovanadate",0.1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","F3","Sodium Orthovanadate",0.3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.1849666064138e-05
20140212,"MW1007-27","DIV07","F4","Sodium Orthovanadate",1,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","F5","Sodium Orthovanadate",3,"uM","ON_20140212_MW1007-27_DIV07_001.h5",1.3374035598146e-06
20140212,"MW1007-27","DIV07","F6","Sodium Orthovanadate",10,"uM","ON_20140212_MW1007-27_DIV07_001.h5",4.47027412077417e-06
20140212,"MW1007-27","DIV07","F7","Sodium Orthovanadate",30,"uM","ON_20140212_MW1007-27_DIV07_001.h5",0
20140212,"MW1007-27","DIV07","F8","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV07_001.h5",2.61526451693916e-05
20140212,"MW1007-27","DIV09","A1","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00201432537563747
20140212,"MW1007-27","DIV09","A2","Acetaminophen",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00119056469056955
20140212,"MW1007-27","DIV09","A3","Acetaminophen",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00121076402214415
20140212,"MW1007-27","DIV09","A4","Acetaminophen",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000836312908685554
20140212,"MW1007-27","DIV09","A5","Acetaminophen",3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","A6","Acetaminophen",10,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.0012645604635535
20140212,"MW1007-27","DIV09","A7","Acetaminophen",30,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00193010659083837
20140212,"MW1007-27","DIV09","A8","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000104104361019406
20140212,"MW1007-27","DIV09","B1","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00110499446225131
20140212,"MW1007-27","DIV09","B2","Bisindolymaleimide 1",0.03,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000710926259129647
20140212,"MW1007-27","DIV09","B3","Bisindolymaleimide 1",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00131261949185188
20140212,"MW1007-27","DIV09","B4","Bisindolymaleimide 1",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00205956886212158
20140212,"MW1007-27","DIV09","B5","Bisindolymaleimide 1",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000438863011942722
20140212,"MW1007-27","DIV09","B6","Bisindolymaleimide 1",3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","B7","Bisindolymaleimide 1",10,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","B8","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.0010905276817906
20140212,"MW1007-27","DIV09","C1","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00158980450471993
20140212,"MW1007-27","DIV09","C2","Domoic Acid",0.003,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00226093473032306
20140212,"MW1007-27","DIV09","C3","Domoic Acid",0.01,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00161564674915427
20140212,"MW1007-27","DIV09","C4","Domoic Acid",0.03,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00436457919065791
20140212,"MW1007-27","DIV09","C5","Domoic Acid",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000932644683012668
20140212,"MW1007-27","DIV09","C6","Domoic Acid",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","C7","Domoic Acid",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000953142911856519
20140212,"MW1007-27","DIV09","C8","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","D1","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000292320384136191
20140212,"MW1007-27","DIV09","D2","Loperamide",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00230856355177698
20140212,"MW1007-27","DIV09","D3","Loperamide",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00080289041336767
20140212,"MW1007-27","DIV09","D4","Loperamide",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00161875130157104
20140212,"MW1007-27","DIV09","D5","Loperamide",3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","D6","Loperamide",10,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","D7","Loperamide",30,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","D8","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00198879431699381
20140212,"MW1007-27","DIV09","E1","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000581414281163777
20140212,"MW1007-27","DIV09","E2","Mevastatin",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000879042732648906
20140212,"MW1007-27","DIV09","E3","Mevastatin",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.0077897943503199
20140212,"MW1007-27","DIV09","E4","Mevastatin",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","E5","Mevastatin",3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","E6","Mevastatin",10,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","E7","Mevastatin",30,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0
20140212,"MW1007-27","DIV09","E8","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00114143590072867
20140212,"MW1007-27","DIV09","F1","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000240384358063455
20140212,"MW1007-27","DIV09","F2","Sodium Orthovanadate",0.1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00207279042866424
20140212,"MW1007-27","DIV09","F3","Sodium Orthovanadate",0.3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00107995020386261
20140212,"MW1007-27","DIV09","F4","Sodium Orthovanadate",1,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000770027599622136
20140212,"MW1007-27","DIV09","F5","Sodium Orthovanadate",3,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.000391196032391716
20140212,"MW1007-27","DIV09","F6","Sodium Orthovanadate",10,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00039483775028949
20140212,"MW1007-27","DIV09","F7","Sodium Orthovanadate",30,"uM","ON_20140212_MW1007-27_DIV09_001.h5",6.34312071641219e-06
20140212,"MW1007-27","DIV09","F8","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV09_001.h5",0.00351334653131516
20140212,"MW1007-27","DIV12","A1","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0127669623486401
20140212,"MW1007-27","DIV12","A2","Acetaminophen",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0145238626420504
20140212,"MW1007-27","DIV12","A3","Acetaminophen",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0102836742008181
20140212,"MW1007-27","DIV12","A4","Acetaminophen",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0119260166720266
20140212,"MW1007-27","DIV12","A5","Acetaminophen",3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","A6","Acetaminophen",10,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0126733476548217
20140212,"MW1007-27","DIV12","A7","Acetaminophen",30,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0183429804999383
20140212,"MW1007-27","DIV12","A8","Acetaminophen",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00401696285775793
20140212,"MW1007-27","DIV12","B1","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0130507888491699
20140212,"MW1007-27","DIV12","B2","Bisindolymaleimide 1",0.03,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0108735192499972
20140212,"MW1007-27","DIV12","B3","Bisindolymaleimide 1",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00568781528788331
20140212,"MW1007-27","DIV12","B4","Bisindolymaleimide 1",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.014504144848442
20140212,"MW1007-27","DIV12","B5","Bisindolymaleimide 1",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0109734124137633
20140212,"MW1007-27","DIV12","B6","Bisindolymaleimide 1",3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","B7","Bisindolymaleimide 1",10,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","B8","Bisindolymaleimide 1",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0138068539786908
20140212,"MW1007-27","DIV12","C1","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.012519633763642
20140212,"MW1007-27","DIV12","C2","Domoic Acid",0.003,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0118380730306461
20140212,"MW1007-27","DIV12","C3","Domoic Acid",0.01,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0118407595123642
20140212,"MW1007-27","DIV12","C4","Domoic Acid",0.03,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0128952413641376
20140212,"MW1007-27","DIV12","C5","Domoic Acid",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00711873026093249
20140212,"MW1007-27","DIV12","C6","Domoic Acid",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","C7","Domoic Acid",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00193350542196461
20140212,"MW1007-27","DIV12","C8","Domoic Acid",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00383899371611724
20140212,"MW1007-27","DIV12","D1","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0108883663405333
20140212,"MW1007-27","DIV12","D2","Loperamide",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0124291909256581
20140212,"MW1007-27","DIV12","D3","Loperamide",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00970633850389438
20140212,"MW1007-27","DIV12","D4","Loperamide",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00995173318138731
20140212,"MW1007-27","DIV12","D5","Loperamide",3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","D6","Loperamide",10,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","D7","Loperamide",30,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","D8","Loperamide",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.016567993343041
20140212,"MW1007-27","DIV12","E1","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00998392539258749
20140212,"MW1007-27","DIV12","E2","Mevastatin",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0097542017310114
20140212,"MW1007-27","DIV12","E3","Mevastatin",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0179867692295685
20140212,"MW1007-27","DIV12","E4","Mevastatin",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",4.13677865508388e-05
20140212,"MW1007-27","DIV12","E5","Mevastatin",3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",3.25646470006324e-06
20140212,"MW1007-27","DIV12","E6","Mevastatin",10,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","E7","Mevastatin",30,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0
20140212,"MW1007-27","DIV12","E8","Mevastatin",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0153719125238864
20140212,"MW1007-27","DIV12","F1","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00394251829174011
20140212,"MW1007-27","DIV12","F2","Sodium Orthovanadate",0.1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00854212805620325
20140212,"MW1007-27","DIV12","F3","Sodium Orthovanadate",0.3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0189782988015866
20140212,"MW1007-27","DIV12","F4","Sodium Orthovanadate",1,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0119167888016156
20140212,"MW1007-27","DIV12","F5","Sodium Orthovanadate",3,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.00702016696287515
20140212,"MW1007-27","DIV12","F6","Sodium Orthovanadate",10,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0110903393420744
20140212,"MW1007-27","DIV12","F7","Sodium Orthovanadate",30,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",1.94093110002883e-05
20140212,"MW1007-27","DIV12","F8","Sodium Orthovanadate",0,"uM","ON_20140212_MW1007-27_DIV12_00_001.h5",0.0220356683221762
20140402,"MW1007-27","5","A1","Acetaminophen",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",4.97951931331814e-05
20140402,"MW1007-27","5","A2","Acetaminophen",0.1,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.78482418583537e-05
20140402,"MW1007-27","5","A3","Acetaminophen",0.3,"uM","ON_20140402_MW1007-27_05_00_001.h5",2.29241166558314e-05
20140402,"MW1007-27","5","A4","Acetaminophen",1,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.39867066394517e-05
20140402,"MW1007-27","5","A5","Acetaminophen",3,"uM","ON_20140402_MW1007-27_05_00_001.h5",0.00113937818747131
20140402,"MW1007-27","5","A6","Acetaminophen",10,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.4721648853161e-05
20140402,"MW1007-27","5","A7","Acetaminophen",30,"uM","ON_20140402_MW1007-27_05_00_001.h5",7.13757740133936e-07
20140402,"MW1007-27","5","A8","Acetaminophen",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",8.45026927669135e-06
20140402,"MW1007-27","5","B1","Bisindolymaleimide 1",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",3.46278602573052e-05
20140402,"MW1007-27","5","B2","Bisindolymaleimide 1",0.03,"uM","ON_20140402_MW1007-27_05_00_001.h5",0.000151649949138404
20140402,"MW1007-27","5","B3","Bisindolymaleimide 1",0.1,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.69827770003572e-05
20140402,"MW1007-27","5","B4","Bisindolymaleimide 1",0.3,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.82836805008524e-05
20140402,"MW1007-27","5","B5","Bisindolymaleimide 1",1,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","B6","Bisindolymaleimide 1",3,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","B7","Bisindolymaleimide 1",10,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","B8","Bisindolymaleimide 1",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",6.35964798800792e-06
20140402,"MW1007-27","5","C1","Domoic Acid",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",1.10008365810793e-05
20140402,"MW1007-27","5","C2","Domoic Acid",0.003,"uM","ON_20140402_MW1007-27_05_00_001.h5",0.000326698305938229
20140402,"MW1007-27","5","C3","Domoic Acid",0.01,"uM","ON_20140402_MW1007-27_05_00_001.h5",8.52780929366803e-06
20140402,"MW1007-27","5","C4","Domoic Acid",0.03,"uM","ON_20140402_MW1007-27_05_00_001.h5",2.99988857148659e-05
20140402,"MW1007-27","5","C5","Domoic Acid",0.1,"uM","ON_20140402_MW1007-27_05_00_001.h5",5.5682051690667e-06
20140402,"MW1007-27","5","C6","Domoic Acid",0.3,"uM","ON_20140402_MW1007-27_05_00_001.h5",4.25566456165039e-07
20140402,"MW1007-27","5","C7","Domoic Acid",1,"uM","ON_20140402_MW1007-27_05_00_001.h5",7.06128061424283e-06
20140402,"MW1007-27","5","C8","Domoic Acid",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",4.58521191465389e-06
20140402,"MW1007-27","5","D1","Loperamide",0,"uM","ON_20140402_MW1007-27_05_00_001.h5",3.37133518324428e-09
20140402,"MW1007-27","5","D2","Loperamide",0.1,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","D3","Loperamide",0.3,"uM","ON_20140402_MW1007-27_05_00_001.h5",0.000103403602691704
20140402,"MW1007-27","5","D4","Loperamide",1,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","D5","Loperamide",3,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","D6","Loperamide",10,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
20140402,"MW1007-27","5","D7","Loperamide",30,"uM","ON_20140402_MW1007-27_05_00_001.h5",0
