apid,treatment,spid,acsn,rowi,coli,wllt,wllq,conc,rval,srcf,wllq_notes
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,2,t,1,10.2,0.851869,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,8,t,1,10.2,0.741746,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,1,t,1,20.4,0.630402,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,2,t,1,20.4,0.818171,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,3,t,1,20.4,0.802313,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,1,t,1,3.06,0.88879,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,7,t,1,3.06,0.833003,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,8,t,1,3.06,1.108774,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,3,t,1,0.0306,0.024193,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,4,t,1,0.0306,0.038249,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,5,t,1,0.0306,0.030752,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,4,t,1,0.102,0.014598,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,5,t,1,0.102,0.038819,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,6,t,1,0.102,0.030209,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,5,t,1,0.306,0.02995,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,6,t,1,0.306,0.029173,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,7,t,1,0.306,0.031787,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,6,t,1,1.02,0.032333,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,7,t,1,1.02,0.023359,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,8,t,1,1.02,0.034713,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,1,t,1,10.2,0.018743,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,2,t,1,10.2,0.038225,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,8,t,1,10.2,0.024715,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,1,t,1,20.4,0.030583,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,2,t,1,20.4,0.030725,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,3,t,1,20.4,0.029547,NTP91_AUC.csv,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,1,t,1,3.06,0.030434,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,7,t,1,3.06,0.026174,NTP91_AUC.csv,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_mutual_information_norm,1,8,t,1,3.06,0.026543,NTP91_AUC.csv,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,1,t,1,20.4,11938,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,1,t,1,20.4,0.672466666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,3,t,1,0.0306,17186,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,3,t,1,0.0306,0.721466666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,4,t,1,0.102,18846,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,4,t,1,0.102,0.678066666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,5,t,1,0.306,20322,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,5,t,1,0.306,0.837366666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,6,t,1,1.02,14369,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,6,t,1,1.02,0.801666666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,7,t,1,3.06,16980,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,7,t,1,3.06,0.591166666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,8,t,1,10.2,22594,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-27,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,8,t,1,10.2,0.658766666666667,ON_20160803_MW1139-27_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,1,t,1,10.2,22732.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,1,t,1,10.2,1.0105,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,2,t,1,20.4,23736.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,2,t,1,20.4,0.9132,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,4,t,1,0.0306,23986.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,4,t,1,0.0306,0.9317,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,5,t,1,0.102,24452.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,5,t,1,0.102,0.827,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,6,t,1,0.306,23739.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,6,t,1,0.306,0.7603,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,7,t,1,1.02,24732.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,7,t,1,1.02,0.8521,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,8,t,1,3.06,24399.6666666667,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-28,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,8,t,1,3.06,0.6546,ON_20160803_MW1139-28_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,1,t,1,3.06,19993.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,1,t,1,3.06,1.08993333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,2,t,1,10.2,18317.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,2,t,1,10.2,1.01583333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,3,t,1,20.4,23471.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,3,t,1,20.4,1.03813333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,5,t,1,0.0306,21323.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,5,t,1,0.0306,1.07143333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,6,t,1,0.102,20336.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,6,t,1,0.102,1.11473333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,7,t,1,0.306,21544.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,7,t,1,0.306,1.08253333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_AB,1,8,t,1,1.02,20979.6666666667,ON_20160803_MW1139-29_Summary.xlsx,""
20160803_MW1139-29,"4-H-Cyclopenta(d,e,f)phenanthrene",EX000289,CCTE_Shafer_MEA_dev_LDH,1,8,t,1,1.02,1.05913333333333,ON_20160803_MW1139-29_Summary.xlsx,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,1,t,1,0.0101,9.882312,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,1,t,1,0.0101,10.796731,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,1,t,1,0.0101,11.950726,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,1,0.0302,16.421585,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,1,0.0302,11.321645,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,1,0.0302,9.146127,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,3,t,1,0.0302,6.377713,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,4,t,1,0.0302,5.48266,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,5,t,1,0.0302,3.994848,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,1,0.101,18.274004,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,1,0.101,11.834444,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,1,0.101,14.756921,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,4,t,1,0.101,8.214505,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,5,t,1,0.101,7.079259,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,6,t,1,0.101,10.376642,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,1,0.302,4.29188,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,1,0.302,12.806409,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,1,0.302,13.674112,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,5,t,1,0.302,6.374849,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,6,t,1,0.302,5.682832,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,7,t,0,0.302,7.955806,NTP91_AUC.csv," Well C7 was contaminated, data from this well will be excluded from analysis.; "
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,1,1.01,13.00058,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,1,1.01,7.832301,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,1,1.01,8.63848,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,6,t,1,1.01,3.678934,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,7,t,1,1.01,7.799889,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,8,t,1,1.01,7.851174,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,1,10.1,5.355951,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,1,10.1,4.942047,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,1,10.1,6.089578,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,1,t,1,10.1,2.876877,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,2,t,1,10.1,10.273798,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,8,t,1,10.1,2.635269,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,1,t,1,20.1,4.106311,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,2,t,1,20.1,7.315579,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,3,t,1,20.1,0.574167,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,1,3.02,4.740908,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,1,3.02,8.160665,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,1,3.02,4.339702,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,1,t,1,3.02,11.072382,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,7,t,1,3.02,6.308785,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_firing_rate_mean,3,8,t,1,3.02,2.95579,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,1,t,1,0.0101,21.391458,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,1,t,1,0.0101,24.394202,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,1,t,1,0.0101,24.467143,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,1,0.0302,34.721786,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,1,0.0302,25.88625,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,1,0.0302,24.711375,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,3,t,1,0.0302,13.955,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,4,t,1,0.0302,13.651154,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,5,t,1,0.0302,9.970879,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,1,0.101,41.0775,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,1,0.101,27.159911,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,1,0.101,32.949375,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,4,t,1,0.101,20.401846,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,5,t,1,0.101,14.697955,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,6,t,1,0.101,21.258,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,1,0.302,10.849792,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,1,0.302,21.566875,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,1,0.302,27.9875,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,5,t,1,0.302,16.029623,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,6,t,1,0.302,15.513068,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,7,t,0,0.302,17.47539,NTP91_AUC.csv," Well C7 was contaminated, data from this well will be excluded from analysis.; "
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,1,1.01,21.15,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,1,1.01,19.055966,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,1,1.01,19.550455,NTP91_AUC.csv,""
20161013_MW1140-26,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,6,t,1,1.01,11.60125,NTP91_AUC.csv,""
20161013_MW1140-27,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,7,t,1,1.01,25.455,NTP91_AUC.csv,""
20161013_MW1140-28,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,3,8,t,1,1.01,19.111667,NTP91_AUC.csv,""
20170913_MW1147-10,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,1,10.1,9.083377,NTP91_AUC.csv,""
20170913_MW1147-11,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,1,10.1,11.603571,NTP91_AUC.csv,""
20170913_MW1147-12,6-Hydroxydopamine hydrochloride,EX000291,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,1,10.1,25.013846,NTP91_AUC.csv,""
