apid,treatment,spid,acsn,rowi,coli,wllt,wllq,conc,rval,srcf,wllq_notes
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,1,t,1,0.03,25658,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,1,t,1,0.03,0.8538,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,3,t,1,0.1,21823,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,3,t,1,0.1,0.7665,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,4,t,1,0.3,22411,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,4,t,1,0.3,0.8082,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,5,t,1,1,21275,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,5,t,1,1,0.8359,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,6,t,1,3,24939,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,6,t,1,3,1.1804,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,7,t,1,10,21709,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,7,t,1,10,0.8064,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_AB,1,8,t,1,30,29508,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_LDH,1,8,t,1,30,0.7998,20180801_ON PFAS G1_1 Calculations.xlsx,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,1,t,0,0.03,6.474108,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,1,t,1,0.03,3.758785,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,2,t,1,0.03,3.35461,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,0,0.1,5.903471,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,1,0.1,2.247309,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,3,t,1,0.1,7.450661,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,0,0.3,6.810097,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,1,0.3,5.749506,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,4,t,1,0.3,7.503431,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,0,1,5.021443,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,1,1,7.894904,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,5,t,1,1,6.614829,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,0,10,2.411005,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,1,10,3.727724,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,7,t,1,10,9.50588,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,0,3,4.551308,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,1,3,4.794216,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,6,t,1,3,6.087124,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,0,30,12.497614,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,1,30,6.083342,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_firing_rate_mean,2,8,t,1,30,3.888769,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,1,t,0,0.03,11.573182,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,1,t,1,0.03,6.408,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,2,t,1,0.03,5.653542,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,0,0.1,9.818365,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,1,0.1,6.325909,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,3,t,1,0.1,13.860256,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,0,0.3,8.708095,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,1,0.3,10.263231,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,4,t,1,0.3,11.239018,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,0,1,7.714727,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,1,1,12.5325,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,5,t,1,1,12.089762,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,7,t,0,10,4.379286,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,7,t,1,10,4.978615,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,7,t,1,10,15.8675,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,0,3,7.2495,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,1,3,8.532857,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,6,t,1,3,10.333091,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,0,30,13.518923,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,1,30,8.466607,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_rate,2,8,t,1,30,5.018,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,1,t,0,0.03,0.245326,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,1,t,1,0.03,0.216889,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,2,t,1,0.03,0.20854,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,3,t,0,0.1,0.406162,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,3,t,1,0.1,0.253881,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,3,t,1,0.1,0.28814,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,4,t,0,0.3,0.227791,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,4,t,1,0.3,0.329563,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,4,t,1,0.3,0.416841,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,5,t,0,1,0.224306,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,5,t,1,1,0.371858,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,5,t,1,1,0.345169,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,7,t,0,10,0.132928,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,7,t,1,10,0.326717,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,7,t,1,10,0.403028,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,6,t,0,3,0.213635,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,6,t,1,3,0.247338,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,6,t,1,3,0.258814,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,8,t,0,30,0.366115,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,8,t,1,30,0.24058,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,2,8,t,1,30,0.183727,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,1,t,0,0.03,375.86255,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,1,t,1,0.03,178.013033,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,2,t,1,0.03,306.295883,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,3,t,0,0.1,253.763122,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,3,t,1,0.1,419.086571,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,3,t,1,0.1,262.25729,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,4,t,0,0.3,185.5555,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,4,t,1,0.3,297.3795,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,4,t,1,0.3,281.618027,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,5,t,0,1,212.952322,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,5,t,1,1,311.170094,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,5,t,1,1,272.092214,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,7,t,0,10,208.1855,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,7,t,1,10,324.554958,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,7,t,1,10,285.727646,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,6,t,0,3,402.744469,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,6,t,1,3,328.513984,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,6,t,1,3,155.874527,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,8,t,0,30,316.908183,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,8,t,1,30,268.617323,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_per_burst_spike_percent,2,8,t,1,30,187.179375,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,1,t,0,0.03,3.1464,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,1,t,1,0.03,2.3149,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,2,t,1,0.03,2.373,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,3,t,0,0.1,4.143719,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,3,t,1,0.1,2.403018,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,3,t,1,0.1,2.842803,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,4,t,0,0.3,4.386,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,4,t,1,0.3,3.71225,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,4,t,1,0.3,3.948647,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,5,t,0,1,2.422433,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,5,t,1,1,5.196205,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,5,t,1,1,3.020357,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,7,t,0,10,1.758821,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,7,t,1,10,3.276742,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,7,t,1,10,3.85826,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,6,t,0,3,3.201219,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,6,t,1,3,2.322913,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,6,t,1,3,3.034688,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,8,t,0,30,26.969658,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,8,t,1,30,2.7976,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_burst_duration_mean,2,8,t,1,30,1.974,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,1,t,0,0.03,295.349,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,1,t,1,0.03,208.978833,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,2,t,1,0.03,361.260367,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,3,t,0,0.1,219.648511,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,3,t,1,0.1,314.396982,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,3,t,1,0.1,307.846274,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,4,t,0,0.3,158.426083,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,4,t,1,0.3,214.75085,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,4,t,1,0.3,279.101531,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,5,t,0,1,211.181,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,5,t,1,1,233.792192,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,5,t,1,1,268.711071,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,7,t,0,10,256.241714,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,7,t,1,10,428.88745,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,7,t,1,10,272.091109,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,6,t,0,3,344.661719,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,6,t,1,3,282.703401,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,6,t,1,3,170.827545,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,8,t,0,30,246.32785,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,8,t,1,30,307.211008,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_interburst_interval_mean,2,8,t,1,30,267.358625,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,1,t,0,0.03,66,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,1,t,1,0.03,56,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,2,t,1,0.03,52.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,3,t,0,0.1,64.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,3,t,1,0.1,52.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,3,t,1,0.1,52.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,4,t,0,0.3,47.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,4,t,1,0.3,75,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,4,t,1,0.3,63,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,5,t,0,1,64.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,5,t,1,1,80,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,5,t,1,1,51.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,7,t,0,10,38,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,7,t,1,10,65,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,7,t,1,10,55,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,6,t,0,3,61.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,6,t,1,3,70.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,6,t,1,3,62.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,8,t,0,30,63,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,8,t,1,30,73.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_active_electrodes_number,2,8,t,1,30,39.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,1,t,0,0.03,51.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,1,t,1,0.03,30,Example2020_AUC.csv,""
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,2,t,1,0.03,39.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,3,t,0,0.1,53.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,3,t,1,0.1,37.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,3,t,1,0.1,45.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,4,t,0,0.3,33,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,4,t,1,0.3,58,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,4,t,1,0.3,45.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,5,t,0,1,45,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,5,t,1,1,63,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,5,t,1,1,42.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,7,t,0,10,36,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,7,t,1,10,56.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,7,t,1,10,47.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,6,t,0,3,48,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,6,t,1,3,53.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475816,1475816,CCTE_Shafer_MEA_dev_bursting_electrodes_number,2,6,t,1,3,41,Example2020_AUC.csv,""
