treatment,apid,rowi,coli,wllt,wllq,conc,rval,srcf,acsn
DMSO,MW1007-104,1,1,n,1,0,257.571989,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,1,1,n,1,0,423.71825,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,1,1,n,1,0,282.201615,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,1,1,n,1,0,222.342286,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,1,1,n,1,0,574.142248,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,1,1,n,1,0,345.328686,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,1,8,n,1,0,228.296947,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,1,8,n,1,0,367.197917,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,1,8,n,1,0,144.3315,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,1,8,n,1,0,632.660363,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,1,8,n,1,0,390.852173,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,2,1,n,1,0,383.665139,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,2,1,n,1,0,493.955844,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,2,1,n,1,0,386.49925,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,2,1,n,1,0,221.606575,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,2,1,n,1,0,537.355938,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,2,1,n,1,0,247.38576,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,2,7,n,1,0,131.8545,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,2,8,n,1,0,399.060388,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,2,8,n,1,0,271.031089,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,2,8,n,1,0,525.4246,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,2,8,n,1,0,229.957,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,3,1,n,1,0,404.70865,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,3,1,n,1,0,436.498425,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,3,1,n,1,0,434.650591,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,3,1,n,1,0,348.89275,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,3,1,n,1,0,500.587333,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,3,1,n,1,0,272.519143,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,3,8,n,1,0,473.788969,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,3,8,n,1,0,66.615107,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,3,8,n,1,0,514.224195,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,3,8,n,1,0,248.988286,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,4,1,n,1,0,358.094447,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,4,1,n,1,0,371.111885,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,4,1,n,1,0,424.684417,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,4,1,n,1,0,190.679214,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,4,1,n,1,0,636.458281,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,4,1,n,1,0,423.708508,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,4,8,n,1,0,365.100934,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,4,8,n,1,0,495.7007,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,4,8,n,1,0,361.043107,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,4,8,n,1,0,478.54735,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,4,8,n,1,0,380.915346,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,5,1,n,1,0,349.420828,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,5,1,n,1,0,602.242533,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,5,1,n,1,0,314.873583,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,5,1,n,1,0,274.194847,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,5,1,n,1,0,589.51104,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,5,1,n,1,0,285.715074,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,5,7,n,1,0,0,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,5,8,n,1,0,452.790981,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,5,8,n,1,0,240.52515,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,5,8,n,1,0,573.184331,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,5,8,n,1,0,239.365,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-104,6,1,n,1,0,349.76584,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,6,1,n,1,0,368.654402,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26b,6,1,n,1,0,249.525021,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,6,1,n,1,0,175.891214,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,6,1,n,1,0,389.441279,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,6,1,n,1,0,322.9921,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-26a,6,8,n,1,0,490.967969,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27a,6,8,n,1,0,362.96773,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-27b,6,8,n,1,0,665.964813,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
DMSO,MW1007-38,6,8,n,1,0,351.142602,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,2,t,1,3e-04,514.898148,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,3,t,1,0.001,431.988429,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,2,t,1,0.003,295.7185,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,2,t,1,0.003,620.799571,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,2,t,1,0.003,367.7635,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,4,t,1,0.003,454.643872,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,3,t,1,0.01,411.012491,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,3,t,1,0.01,522.165604,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,3,t,1,0.01,377.807906,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,5,t,1,0.01,531.015608,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,3,2,t,1,0.01,441.17451,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,3,2,t,1,0.01,532.901769,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,6,2,t,1,0.01,407.311541,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,6,2,t,1,0.01,271.515098,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,1,2,t,1,0.03,355.410242,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26a,2,2,t,1,0.03,532.333635,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,2,2,t,1,0.03,256.223166,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27a,2,2,t,1,0.03,327.373016,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27b,2,2,t,1,0.03,603.302846,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-38,2,2,t,1,0.03,380.777833,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,4,2,t,1,0.03,425.441849,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,5,2,t,1,0.03,468.369648,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,4,t,1,0.03,306.512875,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,4,t,1,0.03,488.645996,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,4,t,1,0.03,339.003238,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,6,t,1,0.03,520.514042,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,3,3,t,1,0.03,467.09689,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,3,3,t,1,0.03,347.663714,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26a,6,2,t,1,0.03,446.296003,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,6,3,t,1,0.03,410.982409,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,6,3,t,1,0.03,323.962567,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-26a,1,2,t,1,0.1,561.703219,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27a,1,2,t,1,0.1,252.155208,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27b,1,2,t,1,0.1,642.893,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-38,1,2,t,1,0.1,339.544415,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,1,3,t,1,0.1,364.014537,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26a,2,3,t,1,0.1,477.713697,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,2,3,t,1,0.1,322.31916,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27a,2,3,t,1,0.1,299.707275,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27b,2,3,t,1,0.1,557.531877,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-38,2,3,t,1,0.1,455.880753,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,4,3,t,1,0.1,424.438562,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,5,3,t,1,0.1,381.19895,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,5,t,1,0.1,325.136533,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,5,t,1,0.1,515.670417,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,5,t,1,0.1,335.4369,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-26a,3,7,t,1,0.1,425.422067,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,1,2,t,1,0.1,387.255531,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,2,2,t,1,0.1,454.029052,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,4,2,t,1,0.1,432.620176,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,5,2,t,1,0.1,395.549137,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-26a,4,2,t,1,0.1,627.056038,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27a,4,2,t,1,0.1,323.308236,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27b,4,2,t,1,0.1,563.110317,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-38,4,2,t,1,0.1,445.462179,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-26a,5,2,t,1,0.1,650.968813,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27a,5,2,t,1,0.1,378.509283,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27b,5,2,t,1,0.1,430.538913,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-38,5,2,t,1,0.1,497.309563,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,3,4,t,1,0.1,428.538036,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,3,4,t,1,0.1,473.609636,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27a,6,2,t,1,0.1,337.546379,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27b,6,2,t,1,0.1,378.823669,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-38,6,2,t,1,0.1,317.657647,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26a,6,3,t,1,0.1,602.615273,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,6,4,t,1,0.1,386.880305,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,6,4,t,1,0.1,412.756167,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-26a,1,3,t,1,0.3,569.607572,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27a,1,3,t,1,0.3,303.311938,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27b,1,3,t,1,0.3,589.371385,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-38,1,3,t,1,0.3,335.400842,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,1,4,t,1,0.3,259.756393,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26a,2,4,t,1,0.3,548.548468,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,2,4,t,1,0.3,259.235403,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27a,2,4,t,1,0.3,405.466611,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27b,2,4,t,1,0.3,538.567192,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-38,2,4,t,1,0.3,449.283857,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,4,4,t,1,0.3,386.954795,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,5,4,t,1,0.3,290.8402,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,6,t,1,0.3,0,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,6,t,1,0.3,539.370281,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,6,t,1,0.3,294.292909,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,1,3,t,1,0.3,443.478771,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,2,3,t,1,0.3,425.596256,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,4,3,t,1,0.3,326.835764,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,5,3,t,1,0.3,430.245103,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-26a,4,3,t,1,0.3,453.646619,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27a,4,3,t,1,0.3,281.353417,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27b,4,3,t,1,0.3,644.548665,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-38,4,3,t,1,0.3,430.292242,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-26a,5,3,t,1,0.3,647.851085,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27a,5,3,t,1,0.3,488.441866,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27b,5,3,t,1,0.3,609.173168,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-38,5,3,t,1,0.3,406.926147,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,3,5,t,1,0.3,400.409213,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,3,5,t,1,0.3,427.120584,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27a,6,3,t,1,0.3,346.00785,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27b,6,3,t,1,0.3,539.177312,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-38,6,3,t,1,0.3,289.858341,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26a,6,4,t,1,0.3,500.022752,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,6,5,t,1,0.3,563.087572,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,6,5,t,1,0.3,300.659342,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-26a,1,4,t,1,1,659.802552,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27a,1,4,t,1,1,395.630336,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-27b,1,4,t,1,1,516.936452,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-38,1,4,t,1,1,294.688727,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,1,5,t,1,1,266.623338,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26a,2,5,t,1,1,389.574238,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,2,5,t,1,1,222.907208,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27a,2,5,t,1,1,239.70875,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-27b,2,5,t,1,1,420.722433,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-38,2,5,t,1,1,287.04275,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-104,4,5,t,1,1,444.088883,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Bisindolymaleimide 1,MW1007-26b,5,5,t,1,1,345.99475,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27a,3,7,t,1,1,288.070779,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-27b,3,7,t,1,1,352.667344,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Domoic Acid,MW1007-38,3,7,t,1,1,231.327179,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,1,4,t,1,1,120.58125,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,2,4,t,1,1,368.261607,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-26b,4,4,t,1,1,422.667407,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Glyphosate,MW1007-104,5,4,t,1,1,394.922012,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-26a,4,4,t,1,1,492.072875,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27a,4,4,t,1,1,352.004909,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-27b,4,4,t,1,1,381.396729,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Loperamide,MW1007-38,4,4,t,1,1,313.125955,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-26a,5,4,t,1,1,207.744529,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27a,5,4,t,1,1,113.98375,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-27b,5,4,t,1,1,521.825938,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Mevastatin,MW1007-38,5,4,t,1,1,135.9378,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,3,6,t,1,1,411.253029,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,3,6,t,1,1,331.981024,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27a,6,4,t,1,1,233.64054,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-27b,6,4,t,1,1,606.92393,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-38,6,4,t,1,1,213.844736,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26a,6,5,t,1,1,410.356205,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-104,6,6,t,1,1,358.675729,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Sodium Orthovanadate,MW1007-26b,6,6,t,1,1,262.148592,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
Acetaminophen,MW1007-26a,1,6,t,1,10,439.431194,Brown2016_AUC.csv,NHEERL_MEA_dev_per_burst_spike_percent
