"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes"
"Frank2017","Methylchloroisothiazolinone","Methylchloroisothiazolinone","5-Chloro-2-methyl-3(2H)-isothiazolone","26172-55-4","DTXSID9034286","EX000517","DNT_EXTRA2","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Methylmercury","Methylmercury","Methylmercuric(II) chloride","115-09-3","DTXSID5020813","EX000383","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; CAS # changed from 22967-92-6 (methylmercurcy) to 115-09-3 (Methylmercuric(II) chloride), based on the lab notebook"
"Frank2017","Mevastatin","Mevastatin","Mevastatin","73573-88-3","DTXSID4040684","EX000498","DNT_EXTRA","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Naloxone","Naloxone","Naloxone hydrochloride dihydrate","51481-60-8","DTXSID90199452","EX000471","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Nicotine","Nicotine","Nicotine","54-11-5","DTXSID1020930","EX000416","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","PBDE-47","2,2'4,4'-Tetrabromodiphenyl ether (BDE-47)","2,2',4,4'-Tetrabromodiphenyl ether","5436-43-1","DTXSID3030056","EX000461","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; pubchem lists PBDE 47 as a synonym"
"Frank2017","Paraquat","Paraquat","Paraquat dichloride","1910-42-5","DTXSID7024243","EX000464","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; CAS # changed from 4685-14-7 (Paraquat) to 1910-42-5 (Paraquat dichloride), based on the lab notebook"
"Frank2017","Permethrin","Permethrin","Permethrin","52645-53-1","DTXSID8022292","EX000463","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Phenobarbital","Phenobarbital","Phenobarbital sodium","57-30-7","DTXSID0021123","EX000449","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Phenol","Phenol","Phenol","108-95-2","DTXSID5021124","EX000455","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Saccharin","Saccharin","Sodium saccharin hydrate","82385-42-0","DTXSID7021992","EX000403","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Sodium Arsenate","Sodium Arsenite","Sodium arsenite","7784-46-5","DTXSID5020104","EX000465","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; Even though these are different, only Sodium Arsenite, not Sodium Arsenate, is listed in Table 1 of all compounds tested. No SPID for Sodium Arsenate has been registered."
"Frank2017","Sodium Fluoride","Sodium Fluoride","Sodium fluoride","7681-49-4","DTXSID2020630","EX000466","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Sodium Orthovanadate","Sodium Orthovanadate","Sodium orthovanadate","13721-39-6","DTXSID2037269","EX000499","DNT_EXTRA","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Sodium benzoate","Sodium benzoate","Sodium benzoate","532-32-1","DTXSID1020140","EX000458","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Sorbitol","Sorbitol","D-Glucitol","50-70-4","DTXSID5023588","EX000400","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Spiroxamine","Spiroxamine","Spiroxamine","118134-30-8","DTXSID1034212","EX000519","DNT_EXTRA2","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","TBBPA,Tetrabromobisphenol A","Tetrabromobisphenol A (TBBPA)","3,3',5,5'-Tetrabromobisphenol A","79-94-7","DTXSID1026081","EX000454","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","TCEP,Tris(2-chloroethyl) phosphate (TCEP)","Tris (2-chloroethyl) phosphate (TCEP)","Tris(2-chloroethyl) phosphate","115-96-8","DTXSID5021411","EX000361",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","TDCPP,Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)","Tris (1,3-dichloro-2-propyl) phosphate (TDCIPP)","Tris(1,3-dichloro-2-propyl) phosphate","13674-87-8","DTXSID9026261","EX000453","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","TPP,Triphenyl phosphate (TPP)","Triphenyl phosphate (TPHP)","Triphenyl phosphate","115-86-6","DTXSID1021952","EX000360",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Tebuconazole","Tebuconazole","Tebuconazole","107534-96-3","DTXSID9032113","EX000389","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Terbutaline","Terbutaline","Terbutaline hemisulfate","23031-32-5","DTXSID3045437","EX000393","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Thalidomide","Thalidomide","Thalidomide","50-35-1","DTXSID9022524","EX000440","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Thiouracil","Thiouracil","6-Propyl-2-thiouracil","51-52-5","DTXSID5021209","EX000421","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Triethyltin bromide","Triethyltin bromide","Triethyltin bromide","2767-54-6","DTXSID9040712","EX000473","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Trimethyltin","Trimethyltin","Trimethyltin hydroxide","56-24-6","DTXSID9032240","EX000419","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"Frank2017","Valproate","Valproic acid","Sodium valproate","1069-66-5","DTXSID5037072","EX000439","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; after chat with Tim - the compounds named 'Valproate' and 'Valproic acid' are both refering to 'Sodium valproate' with cas number 1069-66-5. ""Valproic acid"" will map to the correct CASN in Table 1"
"Frank2017","t-retinoic acid","t-retinoic acid","all-trans-Retinoic acid","302-79-4","DTXSID7021239","EX000386","HTP_LOG","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Table1 links updated_treatment_name to correct casn; "
"NTP91","1-Methyl-4-phenylpyridinium iodide","1-Methyl-4-phenylpyridinium iodide","1-Methyl-4-phenylpyridinium iodide","36913-39-0","DTXSID40880040","EX000279",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","1Ethyl3methylimidazolium diethylphosphate","1-Ethyl-3-methylimidazolium diethylphosphate","1-Ethyl-3-methylimidazolium diethylphosphate","848641-69-0","DTXSID9047889","EX000278",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","2-Methoxyethanol","2-Methoxyethanol","2-Methoxyethanol","109-86-4","DTXSID5024182","EX000282",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","2244 Tetrabromodiphenyl ether","2,2',4,4'-Tetrabromodiphenyl ether","2,2',4,4'-Tetrabromodiphenyl ether","5436-43-1","DTXSID3030056","EX000285",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","22445 Pentabromodiphenyl ether","2,2',4,4',5-Pentabromodiphenyl ether","2,2',4,4',5-Pentabromodiphenyl ether","60348-60-9","DTXSID9030048","EX000283",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","224455 Hexabromodiphenyl ether","2,2',4,4',5,5'-Hexabromodiphenyl ether","2,2',4,4',5,5'-Hexabromodiphenyl ether","68631-49-2","DTXSID4030047","EX000284",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","2Ethylhexyl 2345 tetrabromobenzoate","2-Ethylhexyl-2,3,4,5-tetrabromobenzoate","2-Ethylhexyl 2,3,4,5-tetrabromobenzoate","183658-27-7","DTXSID9052686","EX000281",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","2Ethylhexyl diphenyl phosphate","2-Ethylhexyl diphenyl phosphate","2-Ethylhexyl diphenyl phosphate","1241-94-7","DTXSID1025300","EX000280",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","3,3'-Iminobispropanenitrile","3,3'-Iminobispropanenitrile","3,3'-Iminobispropanenitrile","111-94-4","DTXSID2041464","EX000287",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","4HCyclopenta def phenanthrene","4-H-Cyclopenta(d,e,f)phenanthrene","4H-Cyclopenta(def)phenanthrene","203-64-5","DTXSID1024887","EX000289",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","6 Hydroxydopamine hydrochloride","6-Hydroxydopamine hydrochloride","Oxidopamine hydrochloride","28094-15-7","DTXSID0045838","EX000291",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","6 Hydroxydopamine hydrochloride","6-Hydroxydopamine hydrochloride","Oxidopamine hydrochloride","28094-15-7","DTXSID0045838","EX000291",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Acetic acid, manganese (2+) salt","Acetic acid, manganese (2+) salt","Manganese(II) acetate","638-38-0","DTXSID5027279","EX000296",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Acetylsalicylic acid","Acetylsalicylic acid","Aspirin","50-78-2","DTXSID5020108","EX000297",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Anthracene","Anthracene","Anthracene","120-12-7","DTXSID0023878","EX000301",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Auramine","Auramine O","Auramine hydrochloride","2465-27-2","DTXSID9020114","EX000302",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Auramine","Auramine O","Auramine hydrochloride","2465-27-2","DTXSID9020114","EX000302",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Benzo a pyrene","Benzo(a)pyrene","Benzo(a)pyrene","50-32-8","DTXSID2020139","EX000304",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Benzo e pyrene","Benzo(e)pyrene","Benzo(e)pyrene","192-97-2","DTXSID3023764","EX000306",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Benzo ghi perylene","Benzo[g,h,i]perylene","Benzo(g,h,i)perylene","191-24-2","DTXSID5023908","EX000308",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Benzo k fluoranthene","Benzo(k)fluoranthene","Benzo(k)fluoranthene","207-08-9","DTXSID0023909","EX000307",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Berberine chloride","Berberine chloride","Berberine chloride","633-65-8","DTXSID8024602","EX000309",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Bis 2 ethylhexyl tetrabromophthalate","Bis(2-ethylhexyl) tetrabromophthalate","Bis(2-ethylhexyl) tetrabromophthalate","26040-51-7","DTXSID7027887","EX000310",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Bisphenol AF","Bisphenol AF","Bisphenol AF","1478-61-1","DTXSID7037717","EX000313",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Bisphenol S","Bisphenol S","4,4'-Sulfonyldiphenol","80-09-1","DTXSID3022409","EX000314",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Captan","Captan","Captan","133-06-2","DTXSID9020243","EX000316",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Carbamic acid,Carbamic acid butyl 3iodo2propynyl ester","Carbamic acid, butyl-, 3-iodo-2-propynyl ester","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","EX000317",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",",20160907 - labelled as ""Carbamic acid"" in maestro experiment log, but as ""Carbamic acid, butyl-, 3-iodo-2-propynyl ester"" in lab notebook"
"NTP91","Carbamic acid,Carbamic acid butyl 3iodo2propynyl ester","Carbamic acid, butyl-, 3-iodo-2-propynyl ester","3-Iodo-2-propynyl-N-butylcarbamate","55406-53-6","DTXSID0028038","EX000317",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",",20160907 - labelled as ""Carbamic acid"" in maestro experiment log, but as ""Carbamic acid, butyl-, 3-iodo-2-propynyl ester"" in lab notebook"
"NTP91","Chrysene","Chrysene","Chrysene","218-01-9","DTXSID0022432","EX000320",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","D Glucitol","D-Glucitol","D-Glucitol","50-70-4","DTXSID5023588","EX000322",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Di 2ethylhexyl phthalate","Di(2-ethylhexyl) phthalate","Di(2-ethylhexyl) phthalate","117-81-7","DTXSID5020607","EX000324",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Dibenz ac anthracene","Dibenz[a,c]anthracene","Dibenz[a,c]anthracene","215-58-7","DTXSID9049245","EX000327",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Dibenz ah anthracene","Dibenz(a,h)anthracene","Dibenz(a,h)anthracene","53-70-3","DTXSID9020409","EX000326",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Dichlorodiphenyltrichloroethane","Dichlorodiphenyltrichloroethane","DDT","50-29-3","DTXSID4020375","EX000328",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Estradiol","Estradiol","17beta-Estradiol","50-28-2","DTXSID0020573","EX000331",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Firemaster","Firemaster 550","Firemaster 550","860302-33-6","DTXSID70880073","EX000332",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Hexachlorophene","Hexachlorophene","Hexachlorophene","70-30-4","DTXSID6020690","EX000335",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Isodecyl diphenyl phosphate","Isodecyl diphenyl phosphate","Isodecyl diphenyl phosphate","29761-21-5","DTXSID3025465","EX000337",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","L Ascorbic acid","L-Ascorbic acid","L-Ascorbic acid","50-81-7","DTXSID5020106","EX000338",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Manganese tricarbonyl 12345 eta 1 methyl 24 cyclopentadien 1 yl","Manganese, tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-","(Methylcyclopentadienyl)tricarbonylmanganese","12108-13-3","DTXSID9027738","EX000341",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Naphthalene","Naphthalene","Naphthalene","91-20-3","DTXSID8020913","EX000344",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Parathion","Parathion","Parathion","56-38-2","DTXSID7021100","EX000345",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Permethrin","Permethrin","Permethrin","52645-53-1","DTXSID8022292","EX000346",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Phenanthrene","Phenanthrene","Phenanthrene","85-01-8","DTXSID6024254","EX000347",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Phenobarbital","Phenobarbital","Phenobarbital","50-06-6","DTXSID5021122","EX000348",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Phenol isopropylated phosphate","Phenol, isopropylated, phosphate (3:1)","Triphenyl phosphates isopropylated","68937-41-7","DTXSID4028880","EX000350",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","this is the only phosphate in the spidmap that would make sense"
"NTP91","Pyrene","Pyrene","Pyrene","129-00-0","DTXSID3024289","EX000351",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Rotenone","Rotenone","Rotenone","83-79-4","DTXSID6021248","EX000352",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Tetraethylthiuram disulfide","Tetraethylthiuram disulfide","Tetraethylthiuram disulfide","97-77-8","DTXSID1021322","EX000356",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Tricresyl phosphate","Tricresyl phosphate","Tris(methylphenyl) phosphate","1330-78-5","DTXSID4021391","EX000359",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",NA
"NTP91","Tris 2chloroisopropyl phosphate","Tris(2-chloroisopropyl) phosphate","Tris(2-chloroisopropyl)phosphate","13674-84-5","DTXSID5026259","EX000364",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"NTP91","Valinomycin","Valinomycin","Valinomycin","2001-95-8","DTXSID9041150","EX000362",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","adding row to differentiate between ToxCast2016 Valinomycin treatment name"
"NTP91","tert Butylphenyl diphenyl phosphate","tert-Butylphenyl diphenyl phosphate","tert-Butylphenyl diphenyl phosphate","56803-37-3","DTXSID6024701","EX000355",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx",""
"OPP2015","Acephate","Acephate","Acephate","30560-19-1","DTXSID8023846","TT0000177A04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Bensulide","Bensulide","Bensulide","741-58-2","DTXSID9032329","TT0000177A03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Chlorethoxyfos","Chlorethoxyfos","Chlorethoxyfos","54593-83-8","DTXSID2032344","TT0000177G03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Chlorpyrifos","Chlorpyrifos","Chlorpyrifos","2921-88-2","DTXSID4020458","TT0000177E02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Chlorpyrifos oxon","Chlorpyrifos oxon","Chlorpyrifos oxon","5598-15-2","DTXSID1038666","TT0000177G02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Coumaphos","Coumaphos","Coumaphos","56-72-4","DTXSID2020347","TT0000177A02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Diazonon","Diazinon","Diazinon","333-41-5","DTXSID9020407","TT0000177H01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","when I google search for 'Diazonon', it redirects to 'Diazinon'"
"OPP2015","Diazoxon","Diazoxon","Diazoxon","962-58-3","DTXSID5037523","TT0000177G01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Dichlorvos","Dichlorvos","Dichlorvos","62-73-7","DTXSID5020449","TT0000177C01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Dicrotophos","Dicrotophos","Dicrotophos","141-66-2","DTXSID9023914","TT0000177H03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Dimethoate","Dimethoate","Dimethoate","60-51-5","DTXSID7020479","TT0000177H02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Ethoprop","Ethoprop","Ethoprop","13194-48-4","DTXSID4032611","TT0000177D01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Fosthiazate","Fosthiazate","Fosthiazate","98886-44-3","DTXSID0034930","TT0000177B04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Malathion","Malathion","Malathion","121-75-5","DTXSID4020791","TT0000177D02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Malaxon","Malaoxon","Malaoxon","1634-78-2","DTXSID9020790","TT0000177B03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","'Malaxon' does not have any resutls in Google, I think this just a typo"
"OPP2015","Methamidophos","Methamidophos","Methamidophos","10265-92-6","DTXSID6024177","TT0000177B02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Naled","Naled","Naled","300-76-5","DTXSID1024209","TT0000177E03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Omethoate","Omethoate","Omethoate","1113-02-6","DTXSID4037580","TT0000177C04","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Phorate","Phorate","Phorate","298-02-2","DTXSID4032459","TT0000177F02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Phosmet","Phosmet","Phosmet","732-11-6","DTXSID5024261","TT0000177C03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Pirimiphos-methyl","Pirimiphos-methyl","Pirimiphos-methyl","29232-93-7","DTXSID0024266","TT0000177D03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Profenofos","Profenofos","Profenofos","41198-08-7","DTXSID3032464","TT0000177A01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Tebupirimfos","Tebupirimfos","Tebupirimfos","96182-53-5","DTXSID1032482","TT0000177C02","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Terbufos","Terbufos","Terbufos","13071-79-9","DTXSID2022254","TT0000177E01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Tribufos","Tribufos","Tribufos","78-48-8","DTXSID1024174","TT0000177F03","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Trichlorfon","Trichlorfon","Trichlorfon","52-68-6","DTXSID0021389","TT0000177F01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx",NA
"OPP2015","Z-tetrachlorvinphos","Z-Tetrachlorvinphos","Z-Tetrachlorvinphos","22248-79-9","DTXSID1032648","TT0000177B01","TT0000177","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","capitalization"
"PFAS2018","1475812","1475812","2-Aminohexafluoropropan-2-ol","31253-34-6","DTXSID80382093","1475812",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475813","1475813","2-Vinylperfluorobutane","239795-57-4","DTXSID50379359","1475813",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475814","1475814","1H,1H,5H-Perfluoropentanol","355-80-6","DTXSID0059879","1475814",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475815","1475815","Methyl 2H,2H,3H,3H-perfluoroheptanoate","132424-36-3","DTXSID50441560","1475815",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475816","1475816","Heptafluorobutyramide","662-50-0","DTXSID2060965","1475816",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475817","1475817","4:4 Fluorotelomer alcohol","3792-02-7","DTXSID60377821","1475817",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475818","1475818","3,3-Bis(trifluoromethyl)-2-propenoic acid","1763-28-6","DTXSID30170109","1475818",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475819","1475819","Perfluoroisobutyl methyl ether","163702-08-7","DTXSID5042326","1475819",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475820","1475820","1H,1H,7H-Dodecafluoro-1-heptanol","335-99-9","DTXSID9059832","1475820",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475821","1475821","1-Pentafluoroethylethanol","374-40-3","DTXSID70880134","1475821",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475822","1475822","1H,1H-Heptafluorobutanol","375-01-9","DTXSID4059914","1475822",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475823","1475823","Perfluoropentanamide","355-81-7","DTXSID70366226","1475823",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475824","1475824","2-Amino-2H-perfluoropropane","1619-92-7","DTXSID70481246","1475824",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475825","1475825","1H,1H-Perfluoropentylamine","355-27-1","DTXSID60377826","1475825",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
"PFAS2018","1475826","1475826","Sevoflurane","28523-86-6","DTXSID8046614","1475826",NA,"EPA_9238_EPA-Shafer_75_20180511.xlsx",NA
