"date","plate.SN","well","treatment","dose","units","NHEERL_MEA_dev_firing_rate_mean","NHEERL_MEA_dev_burst_rate","NHEERL_MEA_dev_per_burst_interspike_interval","NHEERL_MEA_dev_per_burst_spike_percent","NHEERL_MEA_dev_burst_duration_mean","NHEERL_MEA_dev_interburst_interval_mean","NHEERL_MEA_dev_active_electrodes_number","NHEERL_MEA_dev_bursting_electrodes_number","NHEERL_MEA_dev_network_spike_number","NHEERL_MEA_dev_network_spike_peak","NHEERL_MEA_dev_spike_duration_mean","NHEERL_MEA_dev_per_network_spike_spike_percent","NHEERL_MEA_dev_per_network_spike_interspike_interval_mean","NHEERL_MEA_dev_network_spike_duration_std","NHEERL_MEA_dev_per_network_spike_spike_number_mean","NHEERL_MEA_dev_correlation_coefficient_mean","NHEERL_MEA_dev_mutual_information_norm"
"20140423","MW1007-38","D2","Loperamide","0.10000","uM",4.713857,10.917375,0.142227,445.462179,1.829201,252.861728,84,75,356.5,77.138326,0.974996,132.253669,200.43646,0.309848,321.92902,1.874877,0.044748
"20140205","MW1007-26","E2","Mevastatin","0.10000","uM",22.524443,20.862,0.371596,650.968813,32.699753,238.170376,119,111.5,239.5,114.66454,2.431485,64.109369,405.947808,0.499967,637.744206,2.309464,0.088297
"20140212","MW1007-27","E2","Mevastatin","0.10000","uM",12.526726,15.599375,0.387092,378.509283,7.177623,191.49486,82.5,64,370.5,59.575509,1.358053,47.750691,794.161702,0.349553,153.153756,0.608423,0.016843
"20140402","MW1007-27","E2","Mevastatin","0.10000","uM",6.924705,13.524,0.238259,430.538913,3.438275,227.977087,53,43,212.5,53.39956,0.849116,105.741289,206.741843,0.16809,246.992787,1.305136,0.031512
"20140423","MW1007-38","E2","Mevastatin","0.10000","uM",5.982864,14.954667,0.131549,497.309563,1.830595,178.567056,59,54.5,379,59.31623,1.2401,171.519792,134.962267,0.307943,276.662205,2.284774,0.062245
"20140730","MW1007-104","C4","Sodium Orthovanadate","0.10000","uM",12.859238,21.912857,0.600417,453.810429,5.799786,224.886393,96.5,86.5,325,75.049088,1.492206,91.203072,102.009848,0.319032,265.587231,1.660678,0.04885
"20140716","MW1007-26","C4","Sodium Orthovanadate","0.10000","uM",3.516062,10.293,0.144922,473.609636,1.528436,372.965014,69.5,59.5,166.5,77.035014,0.801313,143.784537,461.358806,0.212551,370.145658,1.981907,0.031353
"20140212","MW1007-27","F2","Sodium Orthovanadate","0.10000","uM",6.864833,13.52375,0.343974,337.546379,4.460803,132.739848,45,33.5,346,28.332981,0.61737,57.120751,113.256313,0.246151,105.846734,0.584273,0.017995
"20140402","MW1007-27","F2","Sodium Orthovanadate","0.10000","uM",5.642544,13.135167,0.354564,378.823669,3.461643,218.774084,50.5,42,226.5,46.131579,0.881446,69.822532,628.334292,0.320765,153.157895,0.74286,0.017587
"20140423","MW1007-38","F2","Sodium Orthovanadate","0.10000","uM",9.202544,14.9475,0.25437,317.657647,3.101504,197.982714,87,75,711.5,63.938482,0.80048,121.716943,108.870075,0.338915,169.239312,1.35159,0.042558
"20140205","MW1007-26","F3","Sodium Orthovanadate","0.10000","uM",11.187168,26.159856,0.411242,602.615273,5.443977,148.811589,105,86,544,75.601755,1.03907,110.040428,104.186864,0.494463,249.195022,1.627497,0.055844
"20140730","MW1007-104","F4","Sodium Orthovanadate","0.10000","uM",14.662649,36.81,0.289977,388.566712,3.357939,64.083091,94,76,714,67.1133,1.258082,94.060639,114.846414,0.458743,182.594652,1.456478,0.081277
"20140716","MW1007-26","F4","Sodium Orthovanadate","0.10000","uM",9.477096,19.678846,0.424167,412.756167,12.708244,94.9484,64.5,47,465.5,43.276786,0.525911,88.480682,45.934754,0.184065,137.844182,0.775491,0.026477
"20140205","MW1007-26","A3","Acetaminophen","0.30000","uM",7.942913,17.024938,0.272398,569.607572,3.13624,240.299865,107.5,92.5,502,70.120161,0.996233,105.167755,99.686998,0.471171,259.634122,1.688254,0.052437
"20140212","MW1007-27","A3","Acetaminophen","0.30000","uM",9.548056,14.436346,0.415566,303.311938,15.354375,134.199062,64,42,439.5,39.39755,0.523136,63.277451,132.722317,0.243542,103.085446,0.644038,0.018465
"20140402","MW1007-27","A3","Acetaminophen","0.30000","uM",10.29313,21.569375,0.337554,589.371385,4.651167,284.091385,111,103.5,542,84.499296,0.99677,124.748481,102.931706,0.402333,406.33666,2.431249,0.093402
"20140423","MW1007-38","A3","Acetaminophen","0.30000","uM",8.961188,17.257232,0.203234,335.400842,2.209514,213.79312,80.5,66.5,971,55.441477,0.68079,137.533273,162.769054,0.341569,157.212721,1.37935,0.054657
"20140730","MW1007-104","A4","Bisindolymaleimide 1","0.30000","uM",3.744692,4.71,0.119528,172.029821,2.130357,98.841786,48,35,100,27.375,0.300725,31.476122,52.432692,0.11458,97.875,0.494154,0.010405
"20140205","MW1007-26","B4","Bisindolymaleimide 1","0.30000","uM",10.194358,18.823089,0.52861,548.548468,6.974384,289.384534,111.5,92.5,349.5,84.12004,1.080189,118.247189,198.098487,0.553769,370.976852,1.772801,0.055218
"20140716","MW1007-26","B4","Bisindolymaleimide 1","0.30000","uM",5.884332,6.645,0.407775,259.235403,4.191443,358.884801,56,38.5,148.5,38.119565,0.658191,44.785847,144.715809,0.215747,114.463768,0.458525,0.009055
"20140212","MW1007-27","B4","Bisindolymaleimide 1","0.30000","uM",6.375276,12.912321,0.497565,405.466611,6.555493,161.615731,72,58.5,294,63.319981,0.836126,61.911679,80.823621,0.312887,168.727799,0.807215,0.026919
"20140402","MW1007-27","B4","Bisindolymaleimide 1","0.30000","uM",8.640343,11.605068,0.406623,538.567192,6.641535,417.237415,121.5,106.5,216,108.539289,1.664297,91.899242,1265.783288,0.932968,521.331139,2.221077,0.071202
"20140423","MW1007-38","B4","Bisindolymaleimide 1","0.30000","uM",3.073431,7.716,0.156477,449.283857,1.94075,327.619929,49.5,48,334.5,52.112637,0.787106,113.971702,1313.857785,0.257377,151.434783,1.245785,0.030093
"20140730","MW1007-104","D4","Bisindolymaleimide 1","0.30000","uM",6.528949,13.633846,0.346904,392.543478,4.045433,177.220936,89,74.5,243,69.091973,1.16921,62.401908,174.189524,0.438024,145.908027,1.256032,0.026321
"20140716","MW1007-26","E4","Bisindolymaleimide 1","0.30000","uM",6.371126,8.183,0.593336,290.8402,5.6314,286.804744,67.5,49,249.5,46.293651,0.518281,99.531376,75.233501,0.135668,145.361111,0.949266,0.019895
"20140212","MW1007-27","C6","Domoic Acid","0.30000","uM",1.972913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.009103,0
"20140402","MW1007-27","C6","Domoic Acid","0.30000","uM",6.430485,10.69125,0.408793,539.370281,4.905214,463.932402,85,80.5,113.5,102.138626,1.715956,106.649867,733.216292,0.719367,525.786148,2.054301,0.034785
"20140423","MW1007-38","C6","Domoic Acid","0.30000","uM",2.167826,4.247143,0.083612,294.292909,1.228364,345.305455,44.5,19,81.5,61.609848,0.567352,127.494824,551.302634,0.096408,299.943182,1.029938,0.011759
"20140716","MW1007-26","A3","Glyphosate","0.30000","uM",11.546366,20.59,0.434422,443.478771,6.846719,353.459719,87.5,78.5,315,74.350242,0.994743,75.899336,239.887513,0.27794,317.143116,1.198337,0.043767
"20140730","MW1007-104","B3","Glyphosate","0.30000","uM",7.992034,17.895,0.183009,460.497256,2.768641,143.169987,94,83,295,75.882828,1.278052,101.912433,110.389457,0.33384,328.773737,1.793902,0.055993
"20140716","MW1007-26","D3","Glyphosate","0.30000","uM",7.156877,10.314173,0.270071,326.835764,2.836366,293.96478,81.5,68.5,169,53.243506,0.54677,114.041568,98.379915,0.133036,319.590909,1.329621,0.034426
"20140730","MW1007-104","E3","Glyphosate","0.30000","uM",8.506282,22.620154,0.151658,468.182135,2.012846,130.202712,90,81.5,376.5,82.712382,1.177191,129.6031,127.063417,0.24011,347.454545,2.368598,0.076773
"20140205","MW1007-26","D3","Loperamide","0.30000","uM",5.94489,15.37875,0.176068,453.646619,1.813094,202.34055,94.5,82.5,336.5,80.629533,1.123336,136.398938,158.681422,0.377,311.528589,2.106258,0.061118
"20140212","MW1007-27","D3","Loperamide","0.30000","uM",4.839668,11.6715,0.330691,281.353417,2.962217,196.540833,64.5,54.5,369,44.090498,0.611652,71.979086,150.465065,0.21343,135.666667,0.684553,0.016577
"20140402","MW1007-27","D3","Loperamide","0.30000","uM",5.81275,12.295089,0.319847,644.548665,4.086252,336.252935,111.5,104,201,103.377498,1.596251,129.948182,540.178107,0.428977,498.412494,2.435663,0.054227
"20140423","MW1007-38","D3","Loperamide","0.30000","uM",7.036579,11.136429,0.193053,430.292242,2.642387,256.166948,67,63.5,365,63.789055,0.802577,140.03596,217.728807,0.236455,308.103423,1.847337,0.049887
"20140205","MW1007-26","E3","Mevastatin","0.30000","uM",15.303925,18.803375,0.401166,647.851085,16.816147,215.582156,106.5,94.5,163,91.617221,2.619405,48.973249,249.503478,0.439668,517.438992,1.882483,0.072459
"20140212","MW1007-27","E3","Mevastatin","0.30000","uM",9.038622,19.551726,0.212943,488.441866,3.167689,155.06116,78.5,76,247,79.363718,1.588009,89.329861,150.391667,0.454109,375.952916,1.782564,0.050001
"20140402","MW1007-27","E3","Mevastatin","0.30000","uM",6.970725,13.742532,0.322614,609.173168,4.322688,357.036678,88,81.5,155.5,78.521739,2.076077,107.196486,243.516032,0.244198,450.953253,2.145938,0.046867
"20140423","MW1007-38","E3","Mevastatin","0.30000","uM",7.127389,12.784286,0.227401,406.926147,4.334667,173.116795,62.5,50.5,184,67.597561,1.6333,65.588487,731.280026,0.227339,234.854028,1.243621,0.028013
"20140730","MW1007-104","C5","Sodium Orthovanadate","0.30000","uM",9.195395,17.89125,0.214377,427.700776,3.00869,150.396233,91.5,78.5,309.5,75.703079,1.749023,86.370472,166.408152,0.477091,253.495846,1.518557,0.05161
"20140716","MW1007-26","C5","Sodium Orthovanadate","0.30000","uM",8.058642,15.158466,0.40056,427.120584,9.208175,137.071253,66,50.5,177.5,60.34204,0.964853,91.086126,90.903096,0.107363,292.262438,1.201149,0.032607
"20140212","MW1007-27","F3","Sodium Orthovanadate","0.30000","uM",11.230447,16.379182,0.428551,346.00785,13.84945,113.12195,71,51.5,402.5,48.018,0.736163,76.86473,176.128012,0.31296,177.750182,0.820091,0.031191
"20140402","MW1007-27","F3","Sodium Orthovanadate","0.30000","uM",10.664724,20.069137,0.397065,539.177312,4.673683,249.910237,114.5,102,374.5,81.498871,1.138641,134.480602,143.783028,0.764278,474.637568,2.335563,0.076385
"20140423","MW1007-38","F3","Sodium Orthovanadate","0.30000","uM",5.483779,12.421154,0.299958,289.858341,2.278923,273.588577,57.5,43.5,552.5,29.069375,0.357112,120.443538,25.967734,0.146399,74.66625,0.900244,0.027149
"20140205","MW1007-26","F4","Sodium Orthovanadate","0.30000","uM",10.325288,21.642875,0.428302,500.022752,4.437555,191.567243,114,92.5,428.5,77.307666,1.180509,100.094051,108.070883,0.504818,321.698399,1.757613,0.068152
"20140730","MW1007-104","F5","Sodium Orthovanadate","0.30000","uM",17.103766,61.00875,0.795697,587.971333,7.13225,163.853,91.5,84.5,435,83.412121,1.127791,110.181615,116.975079,0.289216,332.79697,2.025456,0.082788
"20140716","MW1007-26","F5","Sodium Orthovanadate","0.30000","uM",13.453458,23.519407,0.467239,300.659342,9.761942,130.301292,69,59,583.5,57.687666,0.870255,56.465251,1171.900061,0.390163,176.709141,0.639501,0.030057
"20140205","MW1007-26","A4","Acetaminophen","1.00000","uM",10.653049,21.741408,0.519414,659.802552,13.109552,202.843625,107.5,90.5,419.5,73.551613,1.230134,86.145651,125.78008,0.620994,234.037097,1.636592,0.047685
"20140212","MW1007-27","A4","Acetaminophen","1.00000","uM",8.984083,12.734567,0.426023,395.630336,33.568918,150.731782,64.5,52,557,54.78065,0.699178,69.207676,1428.910863,0.214296,116.5809,0.637371,0.01998
"20140402","MW1007-27","A4","Acetaminophen","1.00000","uM",9.806042,17.552,0.439865,516.936452,5.089381,394.69039,114,93,409,97.193238,1.497157,117.414203,838.456751,0.657039,391.43652,2.037794,0.066221
"20140423","MW1007-38","A4","Acetaminophen","1.00000","uM",3.792335,7.725,0.284124,294.688727,2.335131,349.523551,45,41,286,49.556003,0.712785,113.265081,105.627409,0.136162,158.155917,1.246582,0.024853
"20140730","MW1007-104","A5","Bisindolymaleimide 1","1.00000","uM",2.194358,4.1,0.181673,157.568182,2.37,102.043409,40.5,27.5,42.5,25.294118,0.517883,12.19765,138.148437,0.084563,51.911765,0.24606,0.002826
"20140205","MW1007-26","B5","Bisindolymaleimide 1","1.00000","uM",8.642658,12.006964,0.305863,389.574238,4.795387,197.189487,97,74,289,80.118069,1.120346,87.322998,389.450271,0.525125,289.741031,1.457951,0.043033
"20140716","MW1007-26","B5","Bisindolymaleimide 1","1.00000","uM",5.906579,8.105,0.223182,222.907208,3.2435,212.601417,45,33,91.5,37.120773,0.694266,23.419955,284.083958,0.241161,104.109903,0.449771,0.004614
"20140212","MW1007-27","B5","Bisindolymaleimide 1","1.00000","uM",7.517596,12.540625,0.225308,239.70875,3.244393,159.111464,58,46,555,51.696076,0.663182,59.909071,150.922182,0.178638,125.59366,0.556593,0.017559
"20140402","MW1007-27","B5","Bisindolymaleimide 1","1.00000","uM",10.28472,16.031875,0.554224,420.722433,7.37283,302.311344,109,89.5,314.5,74.516632,1.564356,45.211465,177.991295,1.146715,184.356393,1.42496,0.045804
"20140423","MW1007-38","B5","Bisindolymaleimide 1","1.00000","uM",2.482331,4.786429,0.159949,287.04275,2.551125,280.55775,39.5,33,121,40.1875,0.565082,67.709748,246.244841,0.114684,117.0625,1.034696,0.010792
"20140730","MW1007-104","D5","Bisindolymaleimide 1","1.00000","uM",6.110026,7.048846,0.236597,465.086591,2.049409,290.695318,46.5,31,105,28.809524,0.486982,51.977947,52.829268,0.191518,108.869048,0.850501,0.017796
"20140716","MW1007-26","E5","Bisindolymaleimide 1","1.00000","uM",5.256487,13.064,0.342881,345.99475,3.66425,343.434875,58.5,33,78.5,40.346154,0.594891,24.124754,278.646241,0.118568,116.350962,0.421323,0.003877
"20140212","MW1007-27","C7","Domoic Acid","1.00000","uM",4.507595,4.59,0.25835,288.070779,3.520464,331.315879,51,36,44.5,65.416667,0.744819,40.400722,703.590625,0.15327,226.333333,0.718497,0.005307
"20140402","MW1007-27","C7","Domoic Acid","1.00000","uM",5.126988,7.978295,0.184532,352.667344,3.017469,469.581438,98.5,66,138.5,89.451923,1.329397,100.123088,489.264972,0.354039,506.880769,1.797573,0.039432
"20140423","MW1007-38","C7","Domoic Acid","1.00000","uM",2.418531,4.226182,0.13317,231.327179,1.848714,296.05475,56,38.5,88.5,75.236264,0.650831,124.480517,495.150694,0.119866,311.813187,1.113779,0.012698
"20140716","MW1007-26","A4","Glyphosate","1.00000","uM",10.459772,15.201,0.544107,120.58125,4.139,117.091,36.5,25.5,168,16.191964,0.199038,12.555963,12.015541,0.076667,33.053571,0.095469,0.002775
"20140730","MW1007-104","B4","Glyphosate","1.00000","uM",8.559592,23.282077,0.276717,442.941207,2.389837,123.022519,72.5,60.5,278.5,56.232051,1.101015,95.492164,150.727365,0.294883,193.071795,1.394487,0.034164
"20140716","MW1007-26","D4","Glyphosate","1.00000","uM",4.615474,10.705,0.257257,422.667407,2.586163,187.92625,64,51.5,196,51.006742,0.578872,95.212082,98.289489,0.11956,225.498876,1.190182,0.027036
"20140730","MW1007-104","E4","Glyphosate","1.00000","uM",8.312317,20.856625,0.760549,477.374562,5.504938,352.925594,105,91.5,331.5,82.729798,1.220319,109.467289,151.740162,0.254387,358.849747,1.994599,0.068801
"20140205","MW1007-26","D4","Loperamide","1.00000","uM",2.013879,7.18575,0.114613,492.072875,1.147583,265.265458,68.5,57.5,147.5,75.436905,0.786787,181.72516,565.49093,0.152901,355.092857,2.307045,0.032301
"20140212","MW1007-27","D4","Loperamide","1.00000","uM",1.893836,7.01642,0.125402,352.004909,1.536373,170.1882,51.5,50,134,55.585342,0.621924,107.763399,148.436562,0.119924,196.599807,1.448371,0.018974
"20140402","MW1007-27","D4","Loperamide","1.00000","uM",3.084847,8.10625,0.069902,381.396729,1.744656,203.254594,63.5,61.5,133.5,87.746104,0.989374,176.786727,423.805021,0.358207,433.384416,2.173147,0.044898
"20140423","MW1007-38","D4","Loperamide","1.00000","uM",0.952521,3.777857,0.134455,313.125955,1.074223,261.231241,35.5,29.5,73,59.576923,0.342197,198.161981,225.819391,0.065224,239.683761,1.798264,0.009358
"20140205","MW1007-26","E4","Mevastatin","1.00000","uM",4.963897,11.580989,0.283034,207.744529,2.314952,149.814413,45.5,29.5,39,18.288462,0.547268,7.738882,51.663,0.064879,40.557692,0.18228,0.002411
"20140212","MW1007-27","E4","Mevastatin","1.00000","uM",8.718221,23.55,0.480812,113.98375,2.938,69.49075,8,5.5,0,0,0,0,0,0,0,0.026096,6.2e-05
"20140402","MW1007-27","E4","Mevastatin","1.00000","uM",8.791546,10.82375,0.549282,521.825938,10.222125,351.975875,88.5,70.5,107,62.478261,1.350176,72.192754,143.96875,0.251209,329.167984,1.734468,0.040747
"20140423","MW1007-38","E4","Mevastatin","1.00000","uM",4.749989,1.98,0.030961,135.9378,0.3924,67.0302,12,7.5,27,14.083333,0.263609,33.996167,72.335294,0.062458,39.416667,0.619915,0.00418
"20140730","MW1007-104","C6","Sodium Orthovanadate","1.00000","uM",4.485579,10.528681,0.169906,436.79214,2.57094,305.554357,83,80.5,242,71.378788,1.117528,117.935004,174.938462,0.300608,246.674242,2.023766,0.037011
"20140716","MW1007-26","C6","Sodium Orthovanadate","1.00000","uM",7.309142,16.767857,0.306019,331.981024,3.307952,250.158964,80.5,57,289.5,62.462209,1.052725,84.428658,64.216842,0.177433,233.54564,1.047012,0.033922
"20140212","MW1007-27","F4","Sodium Orthovanadate","1.00000","uM",6.453922,13.847308,0.450231,233.64054,3.648313,242.236824,48.5,38.5,565.5,35.008403,0.511272,68.133302,205.647727,0.174441,109.566176,0.563187,0.0198
"20140402","MW1007-27","F4","Sodium Orthovanadate","1.00000","uM",13.954231,18.698482,0.46706,606.92393,19.804649,245.142583,109.5,99.5,462.5,79.309056,0.990501,113.797755,174.866812,0.673226,488.541185,2.416598,0.077657
"20140423","MW1007-38","F4","Sodium Orthovanadate","1.00000","uM",1.945317,5.096667,0.15231,213.844736,1.086771,174.166271,42.5,32.5,130,38.708929,0.438834,85.321298,112.589957,0.111228,108.342857,0.953604,0.006881
"20140205","MW1007-26","F5","Sodium Orthovanadate","1.00000","uM",14.297842,25.814196,0.25931,410.356205,5.206616,124.483254,104.5,92,499,78.538561,1.286408,81.384986,99.490709,0.620982,270.59038,1.516115,0.062764
"20140730","MW1007-104","F6","Sodium Orthovanadate","1.00000","uM",9.350943,22.216667,0.376921,344.629929,3.151143,132.857107,69,59.5,484.5,58.494565,0.949325,94.678365,508.670902,0.291149,168.480978,1.291284,0.060769
"20140716","MW1007-26","F6","Sodium Orthovanadate","1.00000","uM",11.326578,19.188,0.549275,262.148592,5.87625,103.174117,73,54.5,509.5,45.414835,0.677435,52.172855,60.383239,0.22066,151.592033,0.582333,0.023853
"20140205","MW1007-26","A6","Acetaminophen","10.00000","uM",11.949445,20.750625,0.580119,439.431194,5.4239,245.14719,108.5,99,527.5,78.093168,1.214068,97.523505,99.794601,0.646677,275.765063,1.770839,0.063578
"20140212","MW1007-27","A6","Acetaminophen","10.00000","uM",12.127861,25.936607,0.767342,420.186467,6.81401,191.056172,76,63.5,508,51.207126,0.779326,65.501251,305.032169,0.367319,122.115942,0.693367,0.022198
"20140402","MW1007-27","A6","Acetaminophen","10.00000","uM",9.223148,17.031125,0.247307,660.667556,4.711521,326.51121,106.5,99,341,84.069132,1.151039,122.518742,125.420442,0.418452,457.600243,2.64944,0.090095
"20140423","MW1007-38","A6","Acetaminophen","10.00000","uM",5.528039,11.93035,0.164828,301.915806,1.492306,223.733056,53.5,42.5,319.5,55.989723,0.827178,125.154689,318.275657,0.229647,187.513947,1.360878,0.034909
"20140730","MW1007-104","A7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140205","MW1007-26","B7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140212","MW1007-27","B7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","B7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140423","MW1007-38","B7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140716","MW1007-26","B8","Bisindolymaleimide 1","10.00000","uM",1.71534,0.15,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
"20140730","MW1007-104","D7","Bisindolymaleimide 1","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140716","MW1007-26","E8","Bisindolymaleimide 1","10.00000","uM",4.714482,10.184727,0.132896,230.770115,1.676594,180.557479,54,42,517.5,52.234337,0.73073,121.332947,415.873579,0.209993,173.206424,1.008467,0.024341
"20140716","MW1007-26","A6","Glyphosate","10.00000","uM",2.542635,5.475,0.160279,148.605107,1.288464,120.8305,30.5,15.5,436,26.717153,0.375802,75.835127,234.136264,0.112178,57.248175,0.596898,0.013849
"20140730","MW1007-104","B6","Glyphosate","10.00000","uM",2.693665,10.485231,0.200344,427.893115,1.396628,199.936167,50,43,136,49.90566,0.936998,71.96321,41.115385,0.09128,140.981132,1.168069,0.017863
"20140716","MW1007-26","D6","Glyphosate","10.00000","uM",3.015835,9.635227,0.183106,462.501045,1.699386,307.605227,51.5,45.5,162,47.47619,0.57078,140.079029,103.292556,0.10557,202.539683,1.796335,0.026093
"20140730","MW1007-104","E6","Glyphosate","10.00000","uM",4.036243,7.36,0.299423,325.654333,3.276,261.730667,48,41,102.5,34.817073,0.478166,45.638618,52.278125,0.168671,155.304878,0.814759,0.02073
"20140205","MW1007-26","D6","Loperamide","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140212","MW1007-27","D6","Loperamide","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","D6","Loperamide","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140423","MW1007-38","D6","Loperamide","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140205","MW1007-26","E6","Mevastatin","10.00000","uM",16.687483,0.075,0,0,0,0,7,0,0,0,0,0,0,0,0,0.011977,0
"20140212","MW1007-27","E6","Mevastatin","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","E6","Mevastatin","10.00000","uM",2.408801,3.06,0.217696,18.3105,1.026,39.267,1.5,1.5,0,0,0,0,0,0,0,0,0
"20140423","MW1007-38","E6","Mevastatin","10.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140730","MW1007-104","C8","Sodium Orthovanadate","10.00000","uM",8.455842,33.095,0.488326,490.02625,3.395,248.9335,24.5,22,17.5,16.071429,0.317921,6.62891,195.1875,0.038614,73.571429,0.211435,0.004441
"20140716","MW1007-26","C8","Sodium Orthovanadate","10.00000","uM",8.798376,15.736071,0.427816,162.509167,3.6145,46.027333,49.5,21,430,35.026786,0.423681,36.518551,452.150269,0.103791,91.778571,0.338688,0.016374
"20140212","MW1007-27","F6","Sodium Orthovanadate","10.00000","uM",5.145601,10.937473,0.292124,194.339083,2.262667,119.016,53,28.5,356.5,29.562579,0.449008,59.673353,268.6865,0.132627,82.831226,0.395264,0.017632
"20140402","MW1007-27","F6","Sodium Orthovanadate","10.00000","uM",7.00801,18.042143,0.165944,439.013824,1.840558,148.55047,99,82,308,74.63033,1.03223,129.163915,121.689318,0.419576,353.301351,2.156703,0.060017
"20140423","MW1007-38","F6","Sodium Orthovanadate","10.00000","uM",3.757271,6.731923,0.52261,237.526536,3.366786,260.123857,65.5,48,314,38.763221,0.533416,96.915314,78.138387,0.303878,101.308894,1.001872,0.019274
"20140205","MW1007-26","F7","Sodium Orthovanadate","10.00000","uM",10.370675,24.255357,0.439762,333.215518,3.659415,117.362866,90.5,63,464,46.544922,0.595668,56.338782,86.932704,0.230854,146.494141,0.696355,0.023945
"20140730","MW1007-104","F8","Sodium Orthovanadate","10.00000","uM",4.572957,11.4,0.052371,185.525,0.572667,45.988667,48,37.5,215,33.459302,0.379465,81.589408,25.480882,0.116858,162.296512,0.867218,0.028651
"20140716","MW1007-26","F8","Sodium Orthovanadate","10.00000","uM",12.740506,10.531875,0.429277,249.288875,127.555875,39.972,48,23,277.5,14.837838,0.120716,16.694065,7.209783,0.054814,27.445946,0.172193,0.005241
"20140716","MW1007-26","A8","Glyphosate","100.00000","uM",4.668237,11.994375,0.118426,243.741937,1.321969,141.015656,58.5,49,662,46.610034,0.482939,126.598751,68.522355,0.139735,159.070683,1.09229,0.033379
"20140730","MW1007-104","B8","Glyphosate","100.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140716","MW1007-26","D8","Glyphosate","100.00000","uM",6.348265,10.471615,0.488531,250.945583,3.507083,309.621417,54.5,35,154,42.644737,0.561044,66.491377,150.942667,0.16531,186.388158,0.669088,0.018577
"20140730","MW1007-104","E8","Glyphosate","100.00000","uM",8.122901,20.64,0.273992,383.430583,3.082417,177.101167,64.5,58.5,342.5,63.086927,1.08618,110.297776,173.988426,0.322829,243.778899,1.763577,0.056726
"20140205","MW1007-26","A5","Acetaminophen","3.00000","uM",8.75323,13.202,0.219446,426.495233,4.0716,185.913867,97.5,84,286.5,79.490794,1.385903,84.301823,147.301097,0.84911,322.841493,1.587411,0.046205
"20140212","MW1007-27","A5","Acetaminophen","3.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140402","MW1007-27","A5","Acetaminophen","3.00000","uM",9.277072,17.87,0.194988,670.355629,3.665638,367.80408,133.5,131,362.5,120.191188,1.851548,179.559264,341.129468,0.579235,871.582536,3.252204,0.085378
"20140423","MW1007-38","A5","Acetaminophen","3.00000","uM",5.889442,12.439875,0.273072,343.144415,2.396857,251.969973,89,78,690,62.967558,0.653143,159.164105,118.933136,0.311106,196.060384,1.603387,0.044555
"20140730","MW1007-104","A6","Bisindolymaleimide 1","3.00000","uM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20140205","MW1007-26","B6","Bisindolymaleimide 1","3.00000","uM",1.950839,3.822667,0.159619,258.086571,1.901314,244.779257,45,42.5,71,50.285714,0.78218,53.041596,225.161288,0.212241,162.821429,0.808253,0.005543
"20140716","MW1007-26","B6","Bisindolymaleimide 1","3.00000","uM",2.358465,5.682,0.096834,177.200808,0.848692,261.525423,30,27,91.5,39.176471,0.597039,46.228743,444.3795,0.181006,105.779412,0.616439,0.00824
"20140212","MW1007-27","B6","Bisindolymaleimide 1","3.00000","uM",0.652742,0.578571,0.069499,106.932,0.462,107.25,13,3,7.5,12.6,0.144036,8.927173,193.3125,0.01252,22.8,0.103473,0
"20140402","MW1007-27","B6","Bisindolymaleimide 1","3.00000","uM",3.247348,5.706202,0.254062,436.69695,3.405243,358.323161,66.5,61,124,57,0.919572,59.568128,275.010385,0.277303,273.090909,1.306808,0.022127
"20140423","MW1007-38","B6","Bisindolymaleimide 1","3.00000","uM",1.464957,5.046923,0.180821,249.678654,1.457404,228.370173,27,24.5,55.5,32.694444,0.409634,49.311935,342.792308,0.129441,92.138889,0.552322,0.004726
