"date","Plate.SN","DIV","well","treatment","dose","units","file.name","wt.mean.resistance","wllq_by_well","wllq_notes_by_well"
20211103,"MW502622D",5,"E3","Rotenone","0.1","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",11.722378,"1",""
20211103,"MW502622D",5,"E4","Rotenone","0.3","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",10.388464,"1",""
20211103,"MW502622D",5,"E5","Rotenone","1","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",7.91173,"1",""
20211103,"MW502622D",5,"E6","Rotenone","3","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",6.335912,"1",""
20211103,"MW502622D",5,"E7","Rotenone","10","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",6.362781,"1",""
20211103,"MW502622D",5,"E8","Rotenone","30","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",5,"F1","Glyphosate","0.03","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",16.812642,"1",""
20211103,"MW502622D",5,"F2","H2O","0","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",18.119622,"1",""
20211103,"MW502622D",5,"F3","Glyphosate","0.1","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",21.081912,"1",""
20211103,"MW502622D",5,"F4","Glyphosate","0.3","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",18.76452,"1",""
20211103,"MW502622D",5,"F5","Glyphosate","1","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",19.562418,"1",""
20211103,"MW502622D",5,"F6","Glyphosate","3","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",24.85798,"1",""
20211103,"MW502622D",5,"F7","Glyphosate","10","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",20.973818,"1",""
20211103,"MW502622D",5,"F8","Glyphosate","30","uM","iNFA_20211103_MW502622D_05_00(000)(000)_Compiler.csv",19.979613,"1",""
20211103,"MW502622D",7,"A1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.765639,"1",""
20211103,"MW502622D",7,"A2","DMSO","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.81909,"1",""
20211103,"MW502622D",7,"A3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",12.24427,"1",""
20211103,"MW502622D",7,"A4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",6.025789,"1",""
20211103,"MW502622D",7,"A5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",5.999965,"1",""
20211103,"MW502622D",7,"A6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",5.986513,"1",""
20211103,"MW502622D",7,"A7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",6.722325,"1",""
20211103,"MW502622D",7,"A8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",6.142777,"1",""
20211103,"MW502622D",7,"B1","Deltamethrin","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",22.174513,"1",""
20211103,"MW502622D",7,"B2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",20.097636,"1",""
20211103,"MW502622D",7,"B3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",17.964019,"1",""
20211103,"MW502622D",7,"B4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",22.427478,"1",""
20211103,"MW502622D",7,"B5","Deltamethrin","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.103342,"1",""
20211103,"MW502622D",7,"B6","Deltamethrin","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",24.661627,"1",""
20211103,"MW502622D",7,"B7","Deltamethrin","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",15.679417,"1",""
20211103,"MW502622D",7,"B8","Deltamethrin","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",8.051265,"1",""
20211103,"MW502622D",7,"C1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",13.650566,"1",""
20211103,"MW502622D",7,"C2","DMSO","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",19.78337,"1",""
20211103,"MW502622D",7,"C3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",16.23523,"1",""
20211103,"MW502622D",7,"C4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",21.228267,"1",""
20211103,"MW502622D",7,"C5","Thiamethoxam","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",19.993296,"1",""
20211103,"MW502622D",7,"C6","Thiamethoxam","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",23.268595,"1",""
20211103,"MW502622D",7,"C7","Thiamethoxam","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",23.102215,"1",""
20211103,"MW502622D",7,"C8","Thiamethoxam","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",23.27023,"1",""
20211103,"MW502622D",7,"D1","Lindane","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",12.115441,"1",""
20211103,"MW502622D",7,"D2","EtOH","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",19.158681,"1",""
20211103,"MW502622D",7,"D3","Lindane","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",21.165614,"1",""
20211103,"MW502622D",7,"D4","Lindane","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",23.224162,"1",""
20211103,"MW502622D",7,"D5","Lindane","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",25.943366,"1",""
20211103,"MW502622D",7,"D6","Lindane","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",26.528407,"1",""
20211103,"MW502622D",7,"D7","Lindane","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",24.505352,"1",""
20211103,"MW502622D",7,"D8","Lindane","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.283994,"1",""
20211103,"MW502622D",7,"E1","Rotenone","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",9.137245,"1",""
20211103,"MW502622D",7,"E2","DMSO","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",16.37611,"1",""
20211103,"MW502622D",7,"E3","Rotenone","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",11.807619,"1",""
20211103,"MW502622D",7,"E4","Rotenone","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",8.127057,"1",""
20211103,"MW502622D",7,"E5","Rotenone","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",9.049067,"1",""
20211103,"MW502622D",7,"E6","Rotenone","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",7,"E7","Rotenone","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",6.077447,"1",""
20211103,"MW502622D",7,"E8","Rotenone","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",7,"F1","Glyphosate","0.03","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.778648,"1",""
20211103,"MW502622D",7,"F2","H2O","0","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",16.578313,"1",""
20211103,"MW502622D",7,"F3","Glyphosate","0.1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",22.608707,"1",""
20211103,"MW502622D",7,"F4","Glyphosate","0.3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",18.593445,"1",""
20211103,"MW502622D",7,"F5","Glyphosate","1","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",20.10939,"1",""
20211103,"MW502622D",7,"F6","Glyphosate","3","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",25.55411,"1",""
20211103,"MW502622D",7,"F7","Glyphosate","10","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",21.619584,"1",""
20211103,"MW502622D",7,"F8","Glyphosate","30","uM","iNFA_20211103_MW502622D_07_00(000)(000)_Compiler.csv",19.715193,"1",""
20211103,"MW502622D",9,"A1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",16.230976,"1",""
20211103,"MW502622D",9,"A2","DMSO","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",21.629692,"1",""
20211103,"MW502622D",9,"A3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",23.531255,"1",""
20211103,"MW502622D",9,"A4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"A5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"A6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"A7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"A8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"B1","Deltamethrin","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.676442,"1",""
20211103,"MW502622D",9,"B2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.497568,"1",""
20211103,"MW502622D",9,"B3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",15.820109,"1",""
20211103,"MW502622D",9,"B4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.879741,"1",""
20211103,"MW502622D",9,"B5","Deltamethrin","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",18.361716,"1",""
20211103,"MW502622D",9,"B6","Deltamethrin","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",23.132691,"1",""
20211103,"MW502622D",9,"B7","Deltamethrin","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",7.930345,"1",""
20211103,"MW502622D",9,"B8","Deltamethrin","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",7.603308,"1",""
20211103,"MW502622D",9,"C1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",11.644308,"1",""
20211103,"MW502622D",9,"C2","DMSO","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",18.517225,"1",""
20211103,"MW502622D",9,"C3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",15.640452,"1",""
20211103,"MW502622D",9,"C4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.629208,"1",""
20211103,"MW502622D",9,"C5","Thiamethoxam","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",20.03886,"1",""
20211103,"MW502622D",9,"C6","Thiamethoxam","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",21.420987,"1",""
20211103,"MW502622D",9,"C7","Thiamethoxam","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",21.012247,"1",""
20211103,"MW502622D",9,"C8","Thiamethoxam","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",22.494448,"1",""
20211103,"MW502622D",9,"D1","Lindane","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",11.151063,"1",""
20211103,"MW502622D",9,"D2","EtOH","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",16.954122,"1",""
20211103,"MW502622D",9,"D3","Lindane","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.101993,"1",""
20211103,"MW502622D",9,"D4","Lindane","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",21.631993,"1",""
20211103,"MW502622D",9,"D5","Lindane","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",23.808647,"1",""
20211103,"MW502622D",9,"D6","Lindane","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",25.478096,"1",""
20211103,"MW502622D",9,"D7","Lindane","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",24.941345,"1",""
20211103,"MW502622D",9,"D8","Lindane","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.988547,"1",""
20211103,"MW502622D",9,"E1","Rotenone","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",8.907332,"1",""
20211103,"MW502622D",9,"E2","DMSO","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",14.939274,"1",""
20211103,"MW502622D",9,"E3","Rotenone","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",11.517319,"1",""
20211103,"MW502622D",9,"E4","Rotenone","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",12.967547,"1",""
20211103,"MW502622D",9,"E5","Rotenone","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",7.593939,"1",""
20211103,"MW502622D",9,"E6","Rotenone","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"E7","Rotenone","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"E8","Rotenone","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",9,"F1","Glyphosate","0.03","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",16.344419,"1",""
20211103,"MW502622D",9,"F2","H2O","0","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",15.265276,"1",""
20211103,"MW502622D",9,"F3","Glyphosate","0.1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",22.248752,"1",""
20211103,"MW502622D",9,"F4","Glyphosate","0.3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",18.13894,"1",""
20211103,"MW502622D",9,"F5","Glyphosate","1","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.343857,"1",""
20211103,"MW502622D",9,"F6","Glyphosate","3","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",24.573024,"1",""
20211103,"MW502622D",9,"F7","Glyphosate","10","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",21.317217,"1",""
20211103,"MW502622D",9,"F8","Glyphosate","30","uM","iNFA_20211103_MW502622D_09_00(001)(000)_Compiler.csv",19.098726,"1",""
20211103,"MW502622D",12,"A1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",17.710153,"1",""
20211103,"MW502622D",12,"A2","DMSO","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",18.526318,"1",""
20211103,"MW502622D",12,"A3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",14.175626,"1",""
20211103,"MW502622D",12,"A4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"A5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"A6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"A7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"A8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"B1","Deltamethrin","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",14.67255,"1",""
20211103,"MW502622D",12,"B2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",18.043398,"1",""
20211103,"MW502622D",12,"B3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",13.907446,"1",""
20211103,"MW502622D",12,"B4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",16.514237,"1",""
20211103,"MW502622D",12,"B5","Deltamethrin","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",18.205794,"1",""
20211103,"MW502622D",12,"B6","Deltamethrin","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",29.833633,"1",""
20211103,"MW502622D",12,"B7","Deltamethrin","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",6.728846,"1",""
20211103,"MW502622D",12,"B8","Deltamethrin","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",6.732595,"1",""
20211103,"MW502622D",12,"C1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",13.264761,"1",""
20211103,"MW502622D",12,"C2","DMSO","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",17.938277,"1",""
20211103,"MW502622D",12,"C3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",13.667037,"1",""
20211103,"MW502622D",12,"C4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",17.235106,"1",""
20211103,"MW502622D",12,"C5","Thiamethoxam","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",19.398158,"1",""
20211103,"MW502622D",12,"C6","Thiamethoxam","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",19.511271,"1",""
20211103,"MW502622D",12,"C7","Thiamethoxam","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",20.809937,"1",""
20211103,"MW502622D",12,"C8","Thiamethoxam","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",24.853115,"1",""
20211103,"MW502622D",12,"D1","Lindane","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",12.431283,"1",""
20211103,"MW502622D",12,"D2","EtOH","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",13.766363,"1",""
20211103,"MW502622D",12,"D3","Lindane","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",16.213165,"1",""
20211103,"MW502622D",12,"D4","Lindane","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",18.614845,"1",""
20211103,"MW502622D",12,"D5","Lindane","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",22.657647,"1",""
20211103,"MW502622D",12,"D6","Lindane","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",24.307088,"1",""
20211103,"MW502622D",12,"D7","Lindane","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",23.460025,"1",""
20211103,"MW502622D",12,"D8","Lindane","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",23.579417,"1",""
20211103,"MW502622D",12,"E1","Rotenone","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",9.916668,"1",""
20211103,"MW502622D",12,"E2","DMSO","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",14.27059,"1",""
20211103,"MW502622D",12,"E3","Rotenone","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",9.358751,"1",""
20211103,"MW502622D",12,"E4","Rotenone","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"E5","Rotenone","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"E6","Rotenone","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"E7","Rotenone","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"E8","Rotenone","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",0,"1",""
20211103,"MW502622D",12,"F1","Glyphosate","0.03","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",18.714784,"1",""
20211103,"MW502622D",12,"F2","H2O","0","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",15.382189,"1",""
20211103,"MW502622D",12,"F3","Glyphosate","0.1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",20.250534,"1",""
20211103,"MW502622D",12,"F4","Glyphosate","0.3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",15.568073,"1",""
20211103,"MW502622D",12,"F5","Glyphosate","1","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",16.880612,"1",""
20211103,"MW502622D",12,"F6","Glyphosate","3","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",23.179298,"1",""
20211103,"MW502622D",12,"F7","Glyphosate","10","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",20.600193,"1",""
20211103,"MW502622D",12,"F8","Glyphosate","30","uM","iNFA_20211103_MW502622D_12_00(000)(000)_Compiler.csv",17.642593,"1",""
20211103,"MW507214B",0,"A1","Thiamethoxam","0.03","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.226751,"1",""
20211103,"MW507214B",0,"A2","DMSO","0","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.447002,"1",""
20211103,"MW507214B",0,"A3","Thiamethoxam","0.1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.267133,"1",""
20211103,"MW507214B",0,"A4","Thiamethoxam","0.3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.557551,"1",""
20211103,"MW507214B",0,"A5","Thiamethoxam","1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.505403,"1",""
20211103,"MW507214B",0,"A6","Thiamethoxam","3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.319442,"1",""
20211103,"MW507214B",0,"A7","Thiamethoxam","10","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.009538,"1",""
20211103,"MW507214B",0,"A8","Thiamethoxam","30","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.338545,"1",""
20211103,"MW507214B",0,"B1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.655638,"1",""
20211103,"MW507214B",0,"B2","DMSO","0","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.252826,"1",""
20211103,"MW507214B",0,"B3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.896237,"1",""
20211103,"MW507214B",0,"B4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.99267,"1",""
20211103,"MW507214B",0,"B5","Tributyltin Chloride","1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.281464,"1",""
20211103,"MW507214B",0,"B6","Tributyltin Chloride","3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.363345,"1",""
20211103,"MW507214B",0,"B7","Tributyltin Chloride","10","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.524977,"1",""
20211103,"MW507214B",0,"B8","Tributyltin Chloride","30","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.877262,"1",""
20211103,"MW507214B",0,"C1","Deltamethrin","0.03","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.664574,"1",""
20211103,"MW507214B",0,"C2","EtOH:DMSO","0","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.105493,"1",""
20211103,"MW507214B",0,"C3","Deltamethrin","0.1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.682291,"1",""
20211103,"MW507214B",0,"C4","Deltamethrin","0.3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.636669,"1",""
20211103,"MW507214B",0,"C5","Deltamethrin","1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",10.220789,"1",""
20211103,"MW507214B",0,"C6","Deltamethrin","3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.071811,"1",""
20211103,"MW507214B",0,"C7","Deltamethrin","10","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.53726,"1",""
20211103,"MW507214B",0,"C8","Deltamethrin","30","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.688662,"1",""
20211103,"MW507214B",0,"D1","Glyphosate","0.03","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.654772,"1",""
20211103,"MW507214B",0,"D2","H2O","0","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.564044,"1",""
20211103,"MW507214B",0,"D3","Glyphosate","0.1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.406089,"1",""
20211103,"MW507214B",0,"D4","Glyphosate","0.3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.809426,"1",""
20211103,"MW507214B",0,"D5","Glyphosate","1","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.462276,"1",""
20211103,"MW507214B",0,"D6","Glyphosate","3","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.265868,"1",""
20211103,"MW507214B",0,"D7","Glyphosate","10","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",8.536237,"1",""
20211103,"MW507214B",0,"D8","Glyphosate","30","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.414137,"1",""
20211103,"MW507214B",0,"E1","Lindane","0.03","uM","iNFA_20211103_MW507214B_00_(000)(000)_Compiler.csv",9.912711,"1",""
