"date","Plate.SN","well","treatment","dose","units","wllq_by_well","wllq_notes_by_well","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20211103","MW502622B","A4","Deltamethrin","0.3","uM","1","",6.118843,18.705,0.142094,275.291929,1.712143,74.482429,28,12.5,15,16.2,0.309,5.507304,134.616667,0.049585,69.75,0.15465,0.001699
"20220209","MW89-4615","A4","Deltamethrin","0.3","uM","1","",6.72413,10.785,0.340044,385.337,3.26375,118.0815,38.5,15.5,86.5,44.570736,1.496544,66.175388,601.257024,0.439147,327.709302,1.858228,0.040399
"20211103","MW502622D","B4","Deltamethrin","0.3","uM","1","",3.510708,9.104667,0.095882,282.563795,0.949641,205.598885,45,27,93.5,46.704545,0.622628,48.118332,247.520058,0.110781,210.511364,0.580892,0.017451
"20220209","MW89-4616","B4","Deltamethrin","0.3","uM","1","",5.264011,9.173736,0.098599,499.213,2.659436,374.134359,79.5,76,128.5,83.30965,1.351926,148.611712,331.360923,0.224522,711.525583,2.559057,0.06826
"20211103","MW507214B","C4","Deltamethrin","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",4.231001,9.575833,0.091522,198.080573,1.026177,214.035656,42.25,27.75,85.75,43.977273,0.597248,30.853889,244.428989,0.121986,177.284091,0.464297,0.017224
"20220209","MW89-4613","C4","Deltamethrin","0.3","uM","1","",3.354583,6.88625,0.162541,498.223531,2.710094,318.50575,85.5,48,72,87.690909,1.290756,97.125641,566.221591,0.321996,617.547826,1.922146,0.043281
"20211103","MW507214B","D4","Glyphosate","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",6.061675,4.268125,0.222162,319.818531,2.6435,337.939969,45,31.5,29.25,44.555556,0.78898,21.343538,383.841477,0.136886,238.013889,0.43998,0.012388
"20220209","MW89-4613","D4","Glyphosate","0.3","uM","1","",3.749036,3.796364,0.262281,419.248071,6.303143,331.007143,55.5,25,76,70.35,1.157261,114.346644,831.269349,0.232341,567.6,2.31525,0.052729
"20211103","MW502622B","E4","Glyphosate","0.3","uM","1","",4.489652,8.132,0.089596,252.854125,1.080089,127.743518,39.5,31,91.5,40.870773,0.673103,48.361952,297.035417,0.123367,232.562802,0.66773,0.02099
"20220209","MW89-4615","E4","Glyphosate","0.3","uM","1","",6.233655,6.969,0.302321,310.956656,4.562031,253.357562,84,46,105.5,92.1,1.400865,98.267963,591.936174,0.35257,906.633333,1.993181,0.06867
"20211103","MW502622D","F4","Glyphosate","0.3","uM","1","",3.194445,2.055,0.01858,92.642591,0.200864,57.588409,29.5,16.5,34.5,21,0.177565,38.686615,47.147727,0.024111,127.043478,0.555935,0.005941
"20220209","MW89-4616","F4","Glyphosate","0.3","uM","1","",6.687617,6.309286,0.060893,312.816083,2.948738,273.587774,58.5,36,85,60.114286,1.395488,54.411026,361.765152,0.169473,632.457143,1.959808,0.077184
"20211103","MW502622D","D4","Lindane","0.3","uM","1","",2.628416,4.136538,0.106764,456.336446,1.086643,408.416143,56,37.5,53,53.647727,0.599098,124.002504,258.117857,0.086838,384.153409,1.612048,0.01604
"20220209","MW89-4616","D4","Lindane","0.3","uM","1","",4.769796,7.240554,0.108671,451.629869,2.697962,359.610112,90.5,64.5,95,87.654762,1.664027,110.872765,475.396811,0.351681,794.767857,2.250305,0.060505
"20211103","MW507214B","E4","Lindane","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",7.057799,9.021875,0.192065,281.035511,11.364971,195.786571,51,33.75,74.5,55.34593,0.613742,60.39867,263.192857,0.083348,387.614826,0.752363,0.016896
"20220209","MW89-4613","E4","Lindane","0.3","uM","1","",3.975684,3.807,0.061295,351.915883,2.823917,261.089033,48,30,79.5,68.946839,1.206507,181.004835,652.842857,0.231266,699.795977,2.650996,0.060958
"20211103","MW502622B","F4","Lindane","0.3","uM","1","",13.73448,21.415,0.619821,294.026917,5.657167,166.01,35,20.5,46.5,18.241935,0.192292,26.929242,36.47,0.021473,113.806452,0.452463,0.009179
"20220209","MW89-4615","F4","Lindane","0.3","uM","1","",9.431272,9.09,0.386984,368.961648,4.679205,302.241545,52,47.5,144,49.021127,1.187407,88.151301,162.571429,0.360819,475.279343,2.056028,0.091182
"20211103","MW502622B","D4","Rotenone","0.3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","E4","Rotenone","0.3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","F4","Rotenone","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","A4","Thiamethoxam","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",3.166604,4.969333,0.11281,137.201871,1.190186,257.833971,39.5,31.25,43,44.464286,0.62687,32.41315,219.722596,0.110845,267.518908,0.475529,0.009588
"20220209","MW89-4613","A4","Thiamethoxam","0.3","uM","1","",4.669787,4.196,0.05607,350.765133,1.9145,303.470208,66,52.5,94,80.2,1.387736,111.346093,904.585227,0.212831,696.277778,1.793753,0.054606
"20211103","MW502622B","B4","Thiamethoxam","0.3","uM","1","",4.738356,8.170667,0.08806,233.229643,1.062786,222.570286,47,38.5,125,43.664286,0.757074,69.959256,172.781812,0.134142,278.057143,0.858769,0.037909
"20220209","MW89-4615","B4","Thiamethoxam","0.3","uM","1","",28.633091,15.744068,0.475869,584.584209,46.407442,332.21281,87,72,119.5,93.758991,1.558922,83.832482,443.148529,0.138584,982.780594,1.927053,0.086119
"20211103","MW502622D","C4","Thiamethoxam","0.3","uM","1","",4.560266,4.586875,0.044245,83.414538,0.697385,43.882846,35.5,19.5,52.5,20.957143,0.30265,21.970755,38.227941,0.0517,152.828571,0.332481,0.013534
"20220209","MW89-4616","C4","Thiamethoxam","0.3","uM","1","",6.686802,8.773393,0.290932,343.753301,4.191878,228.212994,94.5,55.5,93,88.958333,1.63922,75.547891,515.335714,0.48491,763.136905,2.126619,0.059064
"20211103","MW502622D","A4","Tributyltin Chloride","0.3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","B4","Tributyltin Chloride","0.3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","C4","Tributyltin Chloride","0.3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","A5","Deltamethrin","1","uM","1","",2.27491,7.185,0.19845,370.156625,1.44425,338.21725,21.5,11,4.5,13.5,0.26375,2.595286,392.5875,0.035641,34.5,0.041882,0.000154
"20220209","MW89-4615","A5","Deltamethrin","1","uM","1","",4.700173,13.2645,0.15247,452.859292,1.771142,240.688067,72.5,43,116.5,67.234375,1.547349,76.042159,735.38244,0.269242,478.078125,1.366327,0.035236
"20211103","MW502622D","B5","Deltamethrin","1","uM","1","",3.408286,11.985,0.135459,258.860538,0.971462,66.658846,32.5,22,64,37.306452,0.551373,42.053951,318.825,0.091547,224.785714,0.532793,0.020759
"20220209","MW89-4616","B5","Deltamethrin","1","uM","1","",5.606747,14.664615,0.193681,415.003987,2.010006,148.464747,66.5,35.5,166,68.366667,1.011352,89.232838,425.450893,0.29111,379.318627,1.545287,0.035692
"20211103","MW507214B","C5","Deltamethrin","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",2.328669,7.230682,0.133604,277.8329,1.20455,143.78765,24,10,14.75,36.75,0.582426,13.446599,659.2375,0.08867,201.160714,0.131047,0.002475
"20220209","MW89-4613","C5","Deltamethrin","1","uM","1","",3.570119,7.460044,0.157821,432.07,2.219375,238.4845,74.5,44,109.5,74.99152,1.342089,129.854955,359.385582,0.465875,592.003216,1.840133,0.038343
"20211103","MW507214B","D5","Glyphosate","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",4.066751,5.301,0.145117,170.450675,1.704275,128.1893,35.75,27.5,51.75,47.944444,0.639548,28.35718,210.019952,0.122233,201,0.545359,0.012375
"20220209","MW89-4613","D5","Glyphosate","1","uM","1","",5.308048,5.300559,0.164172,341.523288,3.73825,355.693231,76.5,31.5,87,79.223938,1.501897,123.072359,587.360417,0.332442,736.996139,2.742407,0.057362
"20211103","MW502622B","E5","Glyphosate","1","uM","1","",7.256599,10.416,0.317543,292.750536,2.581911,216.080107,41.5,33,73.5,49.413399,0.653076,41.515466,200.75483,0.140951,281.062092,0.658918,0.019728
"20220209","MW89-4615","E5","Glyphosate","1","uM","1","",7.229472,7.554663,0.341834,414.530125,5.7065,278.347188,92.5,66,86.5,93.5,1.49772,55.389755,582.680089,0.241359,678.227778,2.694116,0.078767
"20211103","MW502622D","F5","Glyphosate","1","uM","1","",2.007708,3.84,0.01943,98.652923,0.243,28.710115,24.5,19.5,60,20.3625,0.220659,49.282573,22.025,0.020319,159.7125,0.600624,0.016921
"20220209","MW89-4616","F5","Glyphosate","1","uM","1","",7.928966,9.068,0.079735,323.7386,2.5724,181.6779,70.5,35,148,56.333666,1.25595,71.528144,189.054605,0.501832,462.648851,1.764394,0.072158
"20211103","MW502622D","D5","Lindane","1","uM","1","",6.848897,9.110625,0.1075,244.234156,1.150719,151.398812,53.5,44,114,51.960784,0.637717,47.2006,171.787286,0.150911,243.480392,0.736748,0.018105
"20220209","MW89-4616","D5","Lindane","1","uM","1","",5.9329,7.493273,0.106696,459.486667,2.870933,273.955233,82,62,104,94.185606,1.658218,117.265573,603.542653,0.354063,906.268939,2.742914,0.084215
"20211103","MW507214B","E5","Lindane","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",5.879239,5.25,0.107861,156.000531,1.203688,169.592594,48,35.25,92.25,51.870748,0.631395,30.798918,179.837723,0.125208,197.680272,0.464521,0.012581
"20220209","MW89-4613","E5","Lindane","1","uM","1","",4.287484,4.762802,0.084977,448.566036,2.953476,417.674571,65.5,30.5,67.5,89.392857,1.31302,149.234082,729.320833,0.217842,918.660714,2.692156,0.065305
"20211103","MW502622B","F5","Lindane","1","uM","1","",2.235386,1.9,0.018004,108.432,0.284438,73.404187,20.5,14.5,25.5,18.088235,0.183276,32.700093,62.639062,0.026833,123.529412,0.694825,0.010189
"20220209","MW89-4615","F5","Lindane","1","uM","1","",5.48029,5.607,0.063733,282.941393,2.510536,211.516071,20,15.5,124,34.795455,0.44529,92.896802,249.443675,0.07076,206.5,1.313718,0.037269
"20211103","MW502622B","D5","Rotenone","1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","E5","Rotenone","1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","F5","Rotenone","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","A5","Thiamethoxam","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",3.659037,3.965,0.249921,144.210375,11.6705,201.543125,29.25,7.25,7.25,32.5,1.013438,1.179155,314.525,0.103919,43.375,0.031548,7.2e-05
"20220209","MW89-4613","A5","Thiamethoxam","1","uM","1","",6.482219,3.6025,0.053609,352.81615,3.13475,262.3088,59.5,20,56.5,74.116667,1.654965,76.761561,1314.53125,0.348395,713.206667,2.443839,0.066581
"20211103","MW502622B","B5","Thiamethoxam","1","uM","1","",6.758982,2.034,0.118261,93.965625,26.422125,18.696375,20,6,1.5,7.5,0.109375,0.044724,0,0,16.5,0.005402,2.2e-05
"20220209","MW89-4615","B5","Thiamethoxam","1","uM","1","",7.340675,6.775714,0.064747,326.743277,2.940185,235.666385,82.5,55,116.5,92.24867,1.433076,100.046815,766.905072,0.173873,753.59242,2.004289,0.074339
"20211103","MW502622D","C5","Thiamethoxam","1","uM","1","",4.350394,3.07,0.143521,180.8117,1.3374,241.2294,45.5,25,38.5,39.5,0.895941,28.688277,53.566304,0.057167,199.75,0.452221,0.011837
"20220209","MW89-4616","C5","Thiamethoxam","1","uM","1","",7.482269,8.0765,0.062601,348.660125,2.600917,215.084583,78,55.5,112,84.013369,1.73905,72.251345,630.999833,0.338572,652.187166,2.340155,0.079316
"20211103","MW502622D","A5","Tributyltin Chloride","1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","B5","Tributyltin Chloride","1","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","C5","Tributyltin Chloride","1","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","A7","Deltamethrin","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","A7","Deltamethrin","10","uM","1","",1.344803,0.0375,0,0,0,0,44,0,0,0,0,0,0,0,0,0.000556,0
"20211103","MW502622D","B7","Deltamethrin","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4616","B7","Deltamethrin","10","uM","1","",1.513792,1.094464,0.199563,79.7375,1.124167,136.046667,51.5,7.5,0,0,0,0,0,0,0,0.031663,3.8e-05
"20211103","MW507214B","C7","Deltamethrin","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4613","C7","Deltamethrin","10","uM","1","",1.882455,0.733333,0.280841,52.22875,1.63625,159.3725,36,5,0,0,0,0,0,0,0,0.018464,1.6e-05
"20211103","MW507214B","D7","Glyphosate","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",3.895274,4.884545,0.106777,55.28925,1.208813,50.874,23.5,12,15,14.7,0.223104,7.133589,113.583333,0.120871,109.95,0.125176,0.002745
"20220209","MW89-4613","D7","Glyphosate","10","uM","1","",3.64611,4.418205,0.071059,379.948,2.866242,275.365924,75,54,105.5,87.746212,1.13007,193.67844,536.637558,0.139281,838.094697,3.021467,0.064574
"20211103","MW502622B","E7","Glyphosate","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","E7","Glyphosate","10","uM","1","",7.232154,10.439423,0.127314,457.33035,3.166338,390.023296,90,75.5,170.5,91.405882,1.205513,150.088699,321.668711,0.286535,820.290441,2.421647,0.089995
"20211103","MW502622D","F7","Glyphosate","10","uM","1","",2.536533,0.672,0.110849,51.3555,1.038,68.0715,27.5,3,7.5,23.7,0.258411,6.986519,164.9625,0.010704,184.5,0.117362,0.001673
"20220209","MW89-4616","F7","Glyphosate","10","uM","1","",6.181814,5.758909,0.052594,331.13995,3.3365,287.30875,52.5,20,117.5,67.683761,1.200312,104.246668,192.58636,0.327913,532.051282,2.156239,0.071379
"20211103","MW502622D","D7","Lindane","10","uM","1","",2.145655,2.8925,0.02956,106.631156,0.811781,73.781344,39,24,39,55.572917,0.705648,95.295798,400.975,0.15437,397.458333,1.347996,0.017527
"20220209","MW89-4616","D7","Lindane","10","uM","1","",4.416636,4.055417,0.111804,422.488419,3.975025,404.7092,82,64.5,70,96,1.237537,120.912301,764.921667,0.135065,977.652015,2.560895,0.068464
"20211103","MW507214B","E7","Lindane","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",4.205609,4.815,0.040347,89.688469,1.267875,35.808469,37.75,24,46.5,55.666667,0.710721,53.408758,364.235,0.136464,365.871795,0.779178,0.020068
"20220209","MW89-4613","E7","Lindane","10","uM","1","",4.086589,5.045,0.049799,361.297042,1.791375,267.898,52,48,81.5,77.571429,1.161714,140.985958,276.23652,0.11049,693.007143,2.478213,0.061895
"20211103","MW502622B","F7","Lindane","10","uM","1","",2.640273,1.321429,0.175359,141.396,13.758,2.1465,18,1.5,0,0,0,0,0,0,0,-0.002641,1.1e-05
"20220209","MW89-4615","F7","Lindane","10","uM","1","",4.207091,5.343636,0.067833,365.8921,2.14965,235.60205,47.5,40,114.5,51.300157,0.900792,123.367296,206.245395,0.212336,427.938088,2.278004,0.060206
"20211103","MW502622B","D7","Rotenone","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","E7","Rotenone","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","F7","Rotenone","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","A7","Thiamethoxam","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0.791686,0.075,0,0,0,0,2.5,0,1.25,22.5,0.375,1.456664,0,0,40,0.00429,0
"20220209","MW89-4613","A7","Thiamethoxam","10","uM","1","",4.051448,4.611136,0.05273,334.37825,1.75115,205.952,54.5,20,91,76.584239,1.377954,126.800612,323.033571,0.294365,703.149457,2.14364,0.055302
"20211103","MW502622B","B7","Thiamethoxam","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","B7","Thiamethoxam","10","uM","1","",8.047209,10.536161,0.05351,351.649156,2.169156,175.588,78,64,164.5,96,1.379207,114.97573,811.355026,0.217593,955.288618,2.264565,0.098334
"20211103","MW502622D","C7","Thiamethoxam","10","uM","1","",4.520869,5.83125,0.035687,91.249687,0.570563,28.183594,33,24,113.5,41.513514,0.629005,28.128173,17.865411,0.083926,128.418919,0.371968,0.017956
"20220209","MW89-4616","C7","Thiamethoxam","10","uM","1","",5.429974,5.746875,0.103005,465.086302,3.560052,421.29149,95.5,63.5,93,90.166667,1.802607,97.362999,551.876106,0.407643,784.607456,2.289207,0.066621
"20211103","MW502622D","A7","Tributyltin Chloride","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","B7","Tributyltin Chloride","10","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","C7","Tributyltin Chloride","10","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","D3","Rotenone","1e-04","uM","1","",5.169072,7.217106,0.352704,352.7149,4.313633,206.426717,88.5,39.5,91.5,83.921171,1.606977,83.317456,635.077462,0.37301,762.779279,2.27504,0.057278
"20220209","MW89-4616","E3","Rotenone","1e-04","uM","1","",8.535522,9.078625,0.179434,366.911938,5.018969,276.194688,94,66,132,92.019231,1.762692,78.652489,399.87549,0.335001,763.853022,2.367217,0.091878
"20220209","MW89-4613","F3","Rotenone","1e-04","uM","1","",9.501027,5.925,0.358951,327.773393,3.73508,325.588143,42.5,32.5,127,35.139194,1.174699,76.064226,199.891667,0.409695,323.760073,1.687078,0.070354
"20220209","MW89-4616","A1","Tributyltin Chloride","1e-04","uM","1","",5.702882,6.44475,0.010716,147.105333,0.4395,19.834,45,13.5,109.5,59.515385,1.492773,80.039646,537.056771,0.566843,417.196154,2.256806,0.06666
"20220209","MW89-4613","B1","Tributyltin Chloride","1e-04","uM","1","",5.676942,5.052714,0.049298,362.246939,2.478016,278.822292,61,49.5,94.5,79.029221,1.618269,103.431996,970.364329,0.386533,780.61039,2.293181,0.075417
"20220209","MW89-4615","C1","Tributyltin Chloride","1e-04","uM","1","",6.228006,5.427857,0.060162,332.580569,2.411538,240.080885,64,53.5,103.5,83.470588,1.632371,78.319711,216.539333,0.378452,641.529412,1.846838,0.073736
"20211103","MW502622B","A6","Deltamethrin","3","uM","1","",2.763107,3.567143,0.038567,109.445,0.175,41.635,20.5,2.5,0,0,0,0,0,0,0,0.002659,7e-06
"20220209","MW89-4615","A6","Deltamethrin","3","uM","1","",1.663488,4.04869,0.146444,318.497655,1.083577,314.327494,53.5,26.5,57,40.690821,0.469064,96.726069,290.431534,0.076249,151.502415,0.934078,0.001392
"20211103","MW502622D","B6","Deltamethrin","3","uM","1","",0.476326,1.4175,0.045061,125,0.185,272.8325,14.5,2.5,1.5,9,0.1125,1.292091,0,0,16.5,0.004336,0
"20220209","MW89-4616","B6","Deltamethrin","3","uM","1","",2.599821,9.436429,0.223463,578.34865,1.562,376.965,72,52.5,105,56.968056,0.506061,164.379311,158.072285,0.067274,283.773611,1.539132,0.022084
"20211103","MW507214B","C6","Deltamethrin","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0.555559,2.15,0.041814,117.2225,0.18,157.23375,5,2.5,0,0,0,0,0,0,0,4.1e-05,0
"20220209","MW89-4613","C6","Deltamethrin","3","uM","1","",1.833186,4.277769,0.157756,322.189527,1.214455,408.487482,67,43,72,55.035354,0.448486,147.221972,266.15,0.046833,266.141414,1.37061,0.012335
"20211103","MW507214B","D6","Glyphosate","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",2.934252,4.794214,0.402675,305.467025,2.6514,226.85075,41.75,29,32.75,33.714286,0.741944,29.1745,57.97875,0.135145,201.071429,0.72953,0.020085
"20220209","MW89-4613","D6","Glyphosate","3","uM","1","",5.020433,4.390549,0.068338,283.644375,3.103625,246.561875,73,30.5,95.5,83.658915,1.376528,125.898757,783.77381,0.43393,868.794574,2.154592,0.063657
"20211103","MW502622B","E6","Glyphosate","3","uM","1","",4.526493,4.728929,0.250205,196.153781,1.565563,182.648625,53,29,28,35.970588,0.695791,21.914862,75.76875,0.041237,247.294118,0.431055,0.011331
"20220209","MW89-4615","E6","Glyphosate","3","uM","1","",8.11031,9.602571,0.204489,488.210607,4.283964,261.003107,84,58,141,87.181818,1.446452,113.832762,463.26993,0.360252,849.041667,2.390976,0.093671
"20211103","MW502622D","F6","Glyphosate","3","uM","1","",4.081426,3.212143,0.067362,86.958107,9.821786,32.026929,28,21,16.5,22.5,0.259495,6.448019,44.0175,0.026707,178.909091,0.208198,0.003262
"20220209","MW89-4616","F6","Glyphosate","3","uM","1","",6.589132,5.086978,0.447294,362.053272,4.809577,496.958125,61.5,51.5,89,58.045455,1.128314,88.346453,220.8725,0.169105,526.990022,1.929733,0.061651
"20211103","MW502622D","D6","Lindane","3","uM","1","",5.122828,8.62375,0.1077,188.97951,1.22749,160.796417,50.5,39,103,55.567669,0.685633,41.847129,225.478571,0.109359,255.146617,0.628708,0.025319
"20220209","MW89-4616","D6","Lindane","3","uM","1","",5.208344,6.862198,0.099663,532.436404,3.094121,394.472382,78.5,72.5,115.5,83.396285,1.371818,139.662455,335.811269,0.223756,779.061146,2.983406,0.072491
"20211103","MW507214B","E6","Lindane","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",4.063105,3.603125,0.124873,106.593583,1.320033,191.240817,39.75,30,31.25,56.857143,0.647458,24.580565,259.967857,0.093969,339.457143,0.331215,0.009249
"20220209","MW89-4613","E6","Lindane","3","uM","1","",4.187185,4.752,0.077803,345.957,2.2526,126.3509,68,25,68.5,92.083333,1.241752,137.197443,693.583036,0.337109,781.588506,2.745448,0.060625
"20211103","MW502622B","F6","Lindane","3","uM","1","",2.735251,1.395,0.018721,115.3275,0.27,139.7685,27.5,3,10.5,19.285714,0.26868,30.184461,157.6875,0.049431,154.285714,0.463891,0.00154
"20220209","MW89-4615","F6","Lindane","3","uM","1","",4.506136,5.600769,0.068985,343.583125,2.25249,296.842433,60,50.5,103.5,76.734444,1.324161,145.982546,1005.855548,0.312186,731.821111,2.35636,0.064507
"20211103","MW502622B","D6","Rotenone","3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","E6","Rotenone","3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","F6","Rotenone","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","A6","Thiamethoxam","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0.586265,0.855,0.043479,78.765972,0.526667,173.697778,12.5,11.25,15,35.416667,0.336959,21.211104,163.806818,0.035798,157.916667,0.299935,0.001198
"20220209","MW89-4613","A6","Thiamethoxam","3","uM","1","",4.377416,5.595,0.273583,422.640917,2.931042,287.157208,60,50,66.5,55.134615,0.977637,106.582457,253.056,0.120017,590.339161,2.173994,0.057807
"20211103","MW502622B","B6","Thiamethoxam","3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","B6","Thiamethoxam","3","uM","1","",7.370313,7.385708,0.159258,371.748287,3.509119,305.356775,80.5,64.5,104.5,90.284574,1.418306,69.426542,923.062253,0.286932,788.227837,1.782577,0.077943
"20211103","MW502622D","C6","Thiamethoxam","3","uM","1","",8.838151,11.5575,0.105339,268.178413,2.460448,185.629059,56,46.5,150,56.566667,0.685523,59.215643,176.632768,0.095086,263.066667,0.937086,0.025448
"20220209","MW89-4616","C6","Thiamethoxam","3","uM","1","",7.049041,8.5,0.265563,417.363104,4.123073,274.441187,93,70,97.5,91.416667,1.52496,95.030768,505.216894,0.287254,805.271396,2.571196,0.06353
"20211103","MW502622D","A6","Tributyltin Chloride","3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","B6","Tributyltin Chloride","3","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","C6","Tributyltin Chloride","3","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622B","A8","Deltamethrin","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4615","A8","Deltamethrin","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW502622D","B8","Deltamethrin","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4616","B8","Deltamethrin","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","C8","Deltamethrin","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20220209","MW89-4613","C8","Deltamethrin","30","uM","1","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20211103","MW507214B","D8","Glyphosate","30","uM","1","DIV9 estimated as median from corresponding wells of 20211103_MW502622B,20211103_MW502622D; ",0.910439,0.1875,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.003962,0
